H,H_avg_TC,prod_inno,prod_imi,alive_firms_with_prod,TC_viewed,price_inno,price_imi
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11220542526652974,0.9891481632732292,14.945999999999954,0.0,13.164999999999957,14.417999999999957,2.9573979828886237,0.0
0.07006021597137534,0.9820137254567889,25.107999999999898,0.0,21.106999999999896,23.744999999999894,2.9199543446996836,0.0
0.056399851730937,0.9796889762250037,31.999999999999968,0.0,25.99999999999988,30.188999999999986,2.901143296488331,0.0
0.05002619010823827,0.9786726113918083,36.867,0.0,29.09199999999991,34.742,2.888503143748346,0.0
0.04658186683567908,0.9793524094210034,40.34599999999989,0.0,31.01700000000001,38.114999999999995,2.8843764879487543,0.0
0.044393355904457386,0.9798068538746193,43.118999999999815,0.0,32.32900000000002,40.798999999999864,2.8814176544375227,0.0
0.04282409982887281,0.9803113219152985,45.42599999999984,0.0,33.31400000000005,43.01799999999992,2.8797786734157764,0.0
0.04179715309689949,0.9806810673743279,47.17799999999974,0.0,33.95799999999997,44.71699999999981,2.8779377080310296,0.0
0.04118481198713517,0.9800829399050229,49.33599999999979,0.0,34.57800000000002,46.64699999999978,2.873343550111403,0.0
0.041027854804438525,0.9787084759339906,51.93399999999972,0.0,34.968,48.867999999999775,2.8655710151828426,0.0
0.04125015992553668,0.9774711029198414,54.954999999999906,0.0,35.20799999999996,51.49499999999972,2.8579022066985025,0.0
0.041642730691098875,0.9750036485512544,58.6139999999999,0.0,35.37300000000004,54.50599999999983,2.8450608807172753,0.0
0.04209887803250513,0.9722977109972989,62.68500000000004,0.0,35.38,57.78699999999986,2.829221863188596,0.0
0.042733066366712015,0.9691049886413498,67.01099999999998,0.0,35.27000000000001,61.208000000000034,2.8110454926634647,0.0
0.04328909151252039,0.9657690207351567,71.72000000000007,0.0,35.17099999999999,64.8690000000001,2.7913469565704387,0.0
0.04367050324411026,0.9617537290341521,76.71899999999995,0.0,34.952999999999975,68.60000000000002,2.768909129905137,0.0
0.04410984528246584,0.9574378067875136,81.85799999999995,0.0,34.723999999999954,72.25600000000007,2.7432096044552883,0.0
0.04462522872406215,0.8176326476837165,87.05399999999982,126.96899999999991,38.64199999999989,76.26999999999987,2.5944195279597513,1.93650867432658
0.04644860754267443,0.7525730705383025,89.9799999999999,166.7959999999998,34.481,80.0309999999998,2.4760189381191635,1.619327731041331
0.048056344926715025,0.7140441577351906,93.64799999999966,195.34599999999983,32.758000000000045,83.6839999999998,2.377042739503587,1.4166271600291587
0.049692836610570126,0.6900330586464146,97.45899999999968,217.4889999999999,31.38099999999999,87.30899999999973,2.3045564508465297,1.2958214089490445
0.05139052550534591,0.6659815288997627,98.57799999999962,237.57000000000014,30.30999999999996,89.18799999999978,2.242981367094883,1.2319688173997718
0.05328336840354185,0.6440819007155485,99.43299999999965,260.0089999999997,29.441999999999922,90.69799999999982,2.192115147651594,1.1958597934625783
0.055177455514022755,0.6244285082866055,99.86699999999968,281.57299999999964,28.573999999999877,92.03599999999955,2.152671549650253,1.174708678505393
0.057172469637006826,0.6084119894338482,100.2119999999996,300.9090000000001,27.806999999999846,93.15599999999971,2.1204022345784788,1.1579455674516015
0.05916725710299982,0.592680931136367,100.54299999999965,318.8769999999997,27.07599999999989,94.20599999999979,2.092611147221102,1.1478670930987411
0.06118349398933095,0.5771510275589994,100.83699999999962,335.92199999999974,26.382999999999882,95.20999999999971,2.066162130389564,1.1421081991324442
0.06306320284638375,0.5601685618110732,101.05799999999955,352.4440000000005,25.800999999999856,96.13399999999967,2.0380867097562687,1.1406576953506056
0.06505943849204475,0.5423793867234145,101.38199999999962,367.67999999999967,25.231999999999886,97.04499999999966,2.0073738821268012,1.139810983864782
0.0674915299669356,0.5240993132309962,101.69899999999956,382.2240000000001,24.677999999999876,97.99599999999965,1.975388015807947,1.1396103911041797
0.0701581518924106,0.5042981160366308,102.0819999999996,397.9480000000003,24.158999999999875,98.89999999999964,1.9390774706131024,1.1400130460947084
0.07308657271337574,0.48452721851588615,102.40499999999967,412.61899999999997,23.68899999999987,99.77599999999953,1.9008292936147866,1.1393688036955492
0.07650415934003482,0.46503045068771526,102.90699999999968,427.01900000000006,23.242999999999867,100.66399999999952,1.8613326738876717,1.1373660522732978
0.0804337580129896,0.44523017393170017,103.4459999999996,442.41599999999966,22.84899999999987,101.55199999999981,1.820389093580991,1.1357353228284797
0.08483847123725971,0.4254106382851989,104.05999999999958,457.30599999999953,22.48999999999989,102.44499999999971,1.7779339949854474,1.1342304276093036
0.09025895182296584,0.40622828749102935,104.75499999999973,472.1929999999997,22.165999999999872,103.33899999999959,1.7349746920346079,1.1327605306432298
0.09617574066431064,0.3878741422528047,105.55999999999968,486.8779999999996,21.928999999999903,104.20699999999968,1.6924788332666794,1.1305663190939654
0.10309827703964726,0.3702817493092262,106.55599999999968,501.1200000000003,21.723999999999915,105.09399999999972,1.65069841069825,1.12848171225386
0.10995891852585614,0.3560216256749398,107.56399999999958,515.8140000000004,21.57099999999989,105.95099999999967,1.6141363033296443,1.1252765734242314
0.11660959474974683,0.3443160073104163,108.54599999999967,529.002000000001,21.44699999999989,106.73699999999953,1.582405058120664,1.121141333860887
