0;1000;250;1000;12;13;11;1;40;120;130;6;5;8;8;1050;100;100;1;1;1;2;25;1;4;10;20;60;50;60;100;1;0.10274376313290322;1;1;0.5;0.75;1;-0.5;3;6;0.3;0.7;1;1;1;2;2;4;6;1;186.55868417593942;241.24918511097397;455.6316626814185;243.39525491150104;268.945089258984;0.015485927220449941;0.015301953486419332;0.013717835224849947;0.014889867989775912;0.013221540132918177;0.75;1;2;2;2;0.01;0.015;0.02;0.01;0.01;1;1;1;1;1;14;1;1;1;19;0.09955159935711776;0.8491874302668422;1;0.66667;0.3061394044126518;false;101;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1000;250;1000;11;11;12;1;40;120;130;6;5;8;8;1050;100;100;1;1;1;2;25;1;4;10;20;60;50;60;100;1;0.095868036913162;1;1;0.5;0.75;1;-0.5;3;6;0.3;0.7;1;1;1;2;2;4;6;1;185.4663343144885;237.5995207412016;485.4029746568997;233.30060674737697;233.65410492821763;0.015650327760691054;0.015144542685805363;0.013346111363010532;0.014862467388086314;0.015438561940412612;0.75;1;2;2;2;0.01;0.015;0.02;0.01;0.01;1;1;1;1;1;16;1;1;1;21;0.10609914785271553;0.8420057316871539;1;0.66667;0.32678619424861466;false;91;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000;250;1000;11;12;11;1;40;120;130;6;5;8;8;1050;100;100;1;1;1;2;25;1;4;10;20;60;50;60;100;1;0.09454414357823147;1;1;0.5;0.75;1;-0.5;3;6;0.3;0.7;1;1;1;2;2;4;6;1;192.44877098629624;234.28811049305673;454.9647515992937;239.81568972353384;271.74920505736185;0.014831892007882283;0.01488563776863693;0.013342214408769456;0.015140378419690641;0.01391299260666629;0.75;1;2;2;2;0.01;0.015;0.02;0.01;0.01;1;1;1;1;1;18;1;1;1;22;0.09269993078416829;0.8107541438973176;1;0.66667;0.28109072454427136;false;92;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000;250;1000;11;13;12;1;40;120;130;6;5;8;8;1050;100;100;1;1;1;2;25;1;4;10;20;60;50;60;100;1;0.09645025236872412;1;1;0.5;0.75;1;-0.5;3;6;0.3;0.7;1;1;1;2;2;4;6;1;191.5662329254911;272.366288738777;486.7543772779834;232.17473980046907;251.52558521269822;0.014021270279518374;0.014533347526841739;0.015837989503680098;0.014648728836365728;0.014168279588161147;0.75;1;2;2;2;0.01;0.015;0.02;0.01;0.01;1;1;1;1;1;14;1;1;1;18;0.09492743186915642;0.8404385191538083;1;0.66667;0.3248908321262955;false;98;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1000;250;1000;13;13;11;1;40;120;130;6;5;8;8;1050;100;100;1;1;1;2;25;1;4;10;20;60;50;60;100;1;0.10121647325134127;1;1;0.5;0.75;1;-0.5;3;6;0.3;0.7;1;1;1;2;2;4;6;1;193.28295152243442;266.16518347712594;528.8237225124623;255.41464272320334;245.29373672251253;0.013962224742593548;0.014486189359759885;0.013114713104257518;0.015732825362692767;0.013475048332327101;0.75;1;2;2;2;0.01;0.015;0.02;0.01;0.01;1;1;1;1;1;18;1;1;1;20;0.09465813306708008;0.7892134790623209;1;0.66667;0.28190815537437075;false;98;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1000;250;1000;13;12;12;1;40;120;130;6;5;8;8;1050;100;100;1;1;1;2;25;1;4;10;20;60;50;60;100;1;0.09719790024438182;1;1;0.5;0.75;1;-0.5;3;6;0.3;0.7;1;1;1;2;2;4;6;1;199.43038366020363;253.1313492878041;465.5880259238683;242.89489578319186;260.35834175173954;0.014769543273038357;0.014005883216220736;0.0152571450071177;0.014608401176266514;0.014335809289536114;0.75;1;2;2;2;0.01;0.015;0.02;0.01;0.01;1;1;1;1;1;17;1;1;1;20;0.10298902708483429;0.8020085344123418;1;0.66667;0.29736560012122504;false;101;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1000;250;1000;12;12;11;1;40;120;130;6;5;8;8;1050;100;100;1;1;1;2;25;1;4;10;20;60;50;60;100;1;0.10106292514280324;1;1;0.5;0.75;1;-0.5;3;6;0.3;0.7;1;1;1;2;2;4;6;1;199.85808526851275;246.0209821404131;521.8235451743204;239.0134818858415;258.39879352376767;0.01527097379394654;0.014890282153395096;0.015054773902799076;0.014455692642203016;0.015414662609018474;0.75;1;2;2;2;0.01;0.015;0.02;0.01;0.01;1;1;1;1;1;17;1;1;1;18;0.10547769004329195;0.8719222323198232;1;0.66667;0.32239686343867574;false;99;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;1000;250;1000;13;12;13;1;40;120;130;6;5;8;8;1050;100;100;1;1;1;2;25;1;4;10;20;60;50;60;100;1;0.10447096097657735;1;1;0.5;0.75;1;-0.5;3;6;0.3;0.7;1;1;1;2;2;4;6;1;185.595996297704;232.4106846667725;500.822221830511;261.5598900990228;258.5961591100701;0.013631929943296163;0.01476104454260608;0.01463970908209372;0.01472736609149951;0.014452949784059038;0.75;1;2;2;2;0.01;0.015;0.02;0.01;0.01;1;1;1;1;1;15;1;1;1;20;0.09785229808391807;0.7741574244790452;1;0.66667;0.2735485314046353;false;105;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1000;250;1000;13;12;12;1;40;120;130;6;5;8;8;1050;100;100;1;1;1;2;25;1;4;10;20;60;50;60;100;1;0.09975526022546047;1;1;0.5;0.75;1;-0.5;3;6;0.3;0.7;1;1;1;2;2;4;6;1;188.9705217618013;227.44892326832942;526.5367118196394;262.09279346718034;249.65938156596405;0.015694526477876315;0.014987189836830981;0.013914014680294644;0.014025970709614942;0.013500687635117518;0.75;1;2;2;2;0.01;0.015;0.02;0.01;0.01;1;1;1;1;1;18;1;1;1;20;0.10819145658795423;0.8431422866209576;1;0.66667;0.27206732264098615;false;107;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1000;250;1000;11;11;13;1;40;120;130;6;5;8;8;1050;100;100;1;1;1;2;25;1;4;10;20;60;50;60;100;1;0.09096761495846253;1;1;0.5;0.75;1;-0.5;3;6;0.3;0.7;1;1;1;2;2;4;6;1;186.65391918423137;263.9721723579851;528.9412971620175;226.4613239348487;270.2016042200022;0.015213432596191255;0.013702798445264064;0.015079514414404091;0.015548106333764765;0.015486107581367623;0.75;1;2;2;2;0.01;0.015;0.02;0.01;0.01;1;1;1;1;1;16;1;1;1;20;0.09377195589681352;0.7781631906337472;1;0.66667;0.2794231242361979;false;96;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
