Main Statistics

T;HMF;NMF;INMF;IRMF;HPC;NPC;INPC;IRPC;HCMP;NCMP
66;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.20128205504124413;6.0
67;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.32504402154735024;5.0
68;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.28024280867185825;5.0
69;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.05499639526085246;4.0
70;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.34375;4.0
71;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.2800706866542969;4.0
72;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.13218097457572614;1.0
73;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0
74;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0
75;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
76;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
77;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
78;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
79;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
80;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
81;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
82;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
83;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
84;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
85;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
86;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
87;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
88;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
89;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
90;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
91;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
92;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
93;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
94;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
95;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
96;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
97;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
98;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
99;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
100;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
101;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
102;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
103;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
104;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
105;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
106;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
107;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
108;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
109;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
110;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
111;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
112;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
113;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
114;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
115;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
116;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
117;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
118;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
119;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
120;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0844281179138322;12.0
121;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08568394453223392;12.0
122;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08879887519541926;12.0
123;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08881309572419907;12.0
124;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08746305725787255;12.0
125;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07887303999540847;11.0
126;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09672654989924043;11.0
127;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09549123714008742;11.0
128;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09659979331342348;11.0
129;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09514274780857633;11.0
130;1.0;1.0;0.0;0.0;0.08990046498043386;12.0;0.0;0.0;0.0932215621627138;11.0
131;1.0;1.0;0.0;0.0;0.0931943946363709;12.0;0.0;0.0;0.09438424448287702;11.0
132;1.0;1.0;0.0;0.0;0.0947484262741126;12.0;0.0;0.0;0.09520864140102443;11.0
133;1.0;1.0;0.0;0.0;0.09066443856216373;12.0;0.0;0.0;0.09586263729639749;11.0
134;1.0;1.0;0.0;0.0;0.08978963466155895;12.0;0.0;0.0;0.0959363961092012;11.0
135;1.0;1.0;0.0;0.0;0.09279848431010852;12.0;0.0;0.0;0.09618694377718068;11.0
136;1.0;1.0;0.0;0.0;0.09063480113028863;12.0;0.0;0.0;0.09624235702143089;11.0
137;1.0;1.0;0.0;0.0;0.09072807848730713;12.0;0.0;0.0;0.09650543651726817;11.0
138;1.0;1.0;0.0;0.0;0.08930135604348892;12.0;0.0;0.0;0.09613857241599719;11.0
139;1.0;1.0;1.0;1.0;0.09098436677691502;12.0;0.0;0.0;0.09376680226322039;11.0
140;1.0;1.0;1.0;1.0;0.0907477554716184;12.0;0.0;0.0;0.09727963414495337;11.0
141;1.0;1.0;1.0;1.0;0.10073145942415046;12.0;0.0;0.0;0.09854908765810443;11.0
142;1.0;1.0;1.0;1.0;0.09600676167802602;11.0;0.0;0.0;0.09857128116378318;11.0
143;1.0;1.0;1.0;1.0;0.11301340058046883;11.0;0.0;0.0;0.09670631803481279;10.0
144;1.0;1.0;1.0;1.0;0.10210099665184301;11.0;0.0;0.0;0.12233944686588492;10.0
145;1.0;1.0;1.0;1.0;0.10986213492926683;11.0;0.0;0.0;0.11709580441562115;10.0
146;1.0;1.0;1.0;1.0;0.09931036690052278;11.0;0.0;0.0;0.11760524240684382;10.0
147;1.0;1.0;1.0;1.0;0.09933694645151811;11.0;0.0;0.0;0.12015980688516818;10.0
148;1.0;1.0;1.0;1.0;0.09776983650164658;11.0;0.0;0.0;0.11462472966497764;10.0
149;1.0;1.0;1.0;1.0;0.10284674140460552;11.0;0.0;0.0;0.11572300200677488;10.0
150;1.0;1.0;1.0;1.0;0.09578749360660005;11.0;0.0;0.0;0.12324546486058817;10.0
151;1.0;1.0;1.0;1.0;0.10729220776217577;11.0;0.0;0.0;0.12638698560011677;10.0
152;1.0;1.0;1.0;1.0;0.09515210377503829;11.0;0.0;0.0;0.1294995292602718;10.0
153;1.0;1.0;1.0;1.0;0.10052574361500798;11.0;0.0;0.0;0.12601791387762054;10.0
154;1.0;1.0;1.0;1.0;0.11321581357653328;11.0;0.0;0.0;0.11941421860875163;10.0
155;1.0;1.0;1.0;1.0;0.09749211451515358;11.0;0.0;0.0;0.11228246695989454;10.0
156;1.0;1.0;1.0;1.0;0.10153633168649975;11.0;0.0;0.0;0.11167855847341376;10.0
157;1.0;1.0;1.0;1.0;0.10059977074713138;11.0;0.0;0.0;0.10628003737311399;9.0
158;1.0;1.0;1.0;1.0;0.1031101781394039;11.0;0.0;0.0;0.12222356950938652;9.0
159;1.0;1.0;1.0;1.0;0.0964275910924085;10.0;0.0;0.0;0.12236545647380799;9.0
160;1.0;1.0;0.0;0.0;0.1102596475062073;10.0;0.0;0.0;0.12477633663397872;9.0
161;1.0;1.0;0.0;0.0;0.1114214007346519;10.0;0.0;0.0;0.12728592138557623;9.0
162;1.0;1.0;0.0;0.0;0.10565483042784442;10.0;0.0;0.0;0.1309782349833603;9.0
163;1.0;1.0;0.0;0.0;0.11311988209566025;10.0;0.0;0.0;0.130863583796658;9.0
164;1.0;1.0;0.0;0.0;0.12955763424192293;10.0;1.0;0.1;0.1305872843761005;9.0
165;1.0;1.0;0.0;0.0;0.10564935759463748;10.0;1.0;0.1;0.13332855382039568;9.0
166;1.0;1.0;0.0;0.0;0.10834685731430035;10.0;1.0;0.1;0.13424391368133248;9.0
167;1.0;1.0;0.0;0.0;0.11585943924077509;10.0;1.0;0.1;0.1385296948794666;9.0
168;1.0;1.0;0.0;0.0;0.11441951272887398;10.0;1.0;0.1;0.1386247945980448;9.0
169;1.0;1.0;0.0;0.0;0.12239937794487118;9.0;2.0;0.2222222222222222;0.1342493253756676;9.0
170;1.0;1.0;0.0;0.0;0.14208041842693855;8.0;1.0;0.125;0.13690194519588317;9.0
171;1.0;1.0;0.0;0.0;0.13085189307569586;8.0;1.0;0.125;0.13783126339166593;9.0
172;1.0;1.0;0.0;0.0;0.1444361331170428;8.0;1.0;0.125;0.13557977819819522;9.0
173;1.0;1.0;0.0;0.0;0.15702299728960423;8.0;1.0;0.125;0.1311764240548848;9.0
174;1.0;1.0;0.0;0.0;0.13926012191880954;8.0;1.0;0.125;0.14071777790313122;9.0
175;1.0;1.0;0.0;0.0;0.15421092113572718;8.0;1.0;0.125;0.15580334513282332;9.0
176;1.0;1.0;0.0;0.0;0.15210752065883099;7.0;0.0;0.0;0.18959596300688755;9.0
177;1.0;1.0;0.0;0.0;0.17716978711882478;7.0;0.0;0.0;0.18727692437028282;9.0
178;1.0;1.0;0.0;0.0;0.17846912191655223;7.0;0.0;0.0;0.21485493044675386;9.0
179;1.0;1.0;0.0;0.0;0.1753991411732466;7.0;0.0;0.0;0.23329246122403338;9.0
180;1.0;1.0;0.0;0.0;0.1533633112671205;7.0;0.0;0.0;0.23018504306681423;9.0
181;1.0;1.0;0.0;0.0;0.16322866713563305;7.0;0.0;0.0;0.213233138743116;9.0
182;1.0;1.0;0.0;0.0;0.14987041778770913;7.0;0.0;0.0;0.21571417605155668;9.0
183;1.0;1.0;0.0;0.0;0.17717054263321153;7.0;0.0;0.0;0.19761797960373503;8.0
184;1.0;1.0;0.0;0.0;0.17345909177708985;7.0;0.0;0.0;0.19252757389120326;8.0
185;1.0;1.0;0.0;0.0;0.1548826845508861;7.0;0.0;0.0;0.22338727643879833;8.0
186;1.0;1.0;0.0;0.0;0.14685578102598373;7.0;0.0;0.0;0.23365950358316948;8.0
187;1.0;1.0;0.0;0.0;0.1611309733232724;7.0;0.0;0.0;0.2513719082579579;8.0
188;1.0;1.0;0.0;0.0;0.1607699424605014;7.0;0.0;0.0;0.2709298804294739;8.0
189;1.0;1.0;0.0;0.0;0.1672479050657452;7.0;0.0;0.0;0.2642315359615562;7.0
190;1.0;1.0;0.0;0.0;0.15351479592833672;7.0;0.0;0.0;0.2809566097179751;7.0
191;1.0;1.0;0.0;0.0;0.14974707693659625;7.0;0.0;0.0;0.2945885513963423;7.0
192;1.0;1.0;0.0;0.0;0.15149896982983124;7.0;0.0;0.0;0.2952656151907887;7.0
193;1.0;1.0;0.0;0.0;0.16211925980321606;7.0;0.0;0.0;0.2708483376687749;7.0
194;1.0;1.0;0.0;0.0;0.16661124167735988;7.0;0.0;0.0;0.2698605076870465;7.0
195;1.0;1.0;0.0;0.0;0.18304514487721488;7.0;0.0;0.0;0.25952394217940694;7.0
196;1.0;1.0;0.0;0.0;0.16377968495917714;7.0;0.0;0.0;0.2778139219318434;7.0
197;1.0;1.0;0.0;0.0;0.17131437673993438;7.0;0.0;0.0;0.2979723424231253;7.0
198;1.0;1.0;0.0;0.0;0.16534938548335706;7.0;1.0;0.14285714285714285;0.31152572963730923;7.0
199;1.0;1.0;0.0;0.0;0.1830699998778996;7.0;1.0;0.14285714285714285;0.35836945318830943;7.0
200;1.0;1.0;0.0;0.0;0.17473925900102918;7.0;1.0;0.14285714285714285;0.47186822621156727;7.0
201;1.0;1.0;0.0;0.0;0.17565412584586912;7.0;1.0;0.14285714285714285;0.5317042744581175;7.0
202;1.0;1.0;0.0;0.0;0.16153334310719641;7.0;1.0;0.14285714285714285;0.5759481571370579;7.0
203;1.0;1.0;0.0;0.0;0.16228005668813306;7.0;1.0;0.14285714285714285;0.6021276834874861;7.0
204;1.0;1.0;0.0;0.0;0.15249542135031113;7.0;1.0;0.14285714285714285;0.573707869548127;7.0
205;1.0;1.0;0.0;0.0;0.1469441798682754;7.0;1.0;0.14285714285714285;0.5418001076450041;7.0
206;1.0;1.0;0.0;0.0;0.1595943391010812;7.0;1.0;0.14285714285714285;0.5252034637901531;7.0
207;1.0;1.0;0.0;0.0;0.16269691346245854;7.0;1.0;0.14285714285714285;0.49091934481487415;6.0
208;1.0;1.0;0.0;0.0;0.170682307448267;7.0;1.0;0.14285714285714285;0.5732537616755243;6.0
209;1.0;1.0;0.0;0.0;0.17653860335517568;7.0;1.0;0.14285714285714285;0.588790409914938;6.0
210;1.0;1.0;0.0;0.0;0.17045503292598144;7.0;1.0;0.14285714285714285;0.5826616810772036;6.0
211;1.0;1.0;0.0;0.0;0.17018115648112714;7.0;1.0;0.14285714285714285;0.6712840218257603;6.0
212;1.0;1.0;0.0;0.0;0.1857290510435755;7.0;1.0;0.14285714285714285;0.6981452854258385;6.0
213;1.0;1.0;0.0;0.0;0.16606813858407274;7.0;1.0;0.14285714285714285;0.6829848104237499;6.0
214;1.0;1.0;0.0;0.0;0.16260573654412783;7.0;1.0;0.14285714285714285;0.6908731951474341;6.0
215;1.0;1.0;0.0;0.0;0.14687552592560016;7.0;0.0;0.0;0.683295921058328;6.0
216;1.0;1.0;0.0;0.0;0.15526264350859986;7.0;0.0;0.0;0.6849018481566977;6.0
217;1.0;1.0;0.0;0.0;0.15741180405441985;7.0;0.0;0.0;0.7314387678439963;6.0
218;1.0;1.0;0.0;0.0;0.14616988155572896;7.0;0.0;0.0;0.7600618050989829;5.0
219;1.0;1.0;0.0;0.0;0.14706195823786472;7.0;0.0;0.0;0.8099481908049889;5.0
220;1.0;1.0;0.0;0.0;0.1549049328274552;7.0;0.0;0.0;0.8033495067448857;5.0
221;1.0;1.0;0.0;0.0;0.1673688856163007;7.0;0.0;0.0;0.8450458025740826;5.0
222;1.0;1.0;0.0;0.0;0.16543918172401073;7.0;0.0;0.0;0.8163303809828302;5.0
223;1.0;1.0;0.0;0.0;0.1570994385515485;7.0;0.0;0.0;0.8534479499780535;5.0
224;1.0;1.0;0.0;0.0;0.16642541524360435;7.0;0.0;0.0;0.8612846887673513;5.0
225;1.0;1.0;0.0;0.0;0.17655687306915271;7.0;0.0;0.0;0.8497818686199347;5.0
226;1.0;1.0;0.0;0.0;0.1637355270442086;7.0;0.0;0.0;0.8267048255156499;5.0
227;1.0;1.0;0.0;0.0;0.16611057023043252;7.0;0.0;0.0;0.8336615672167406;5.0
228;1.0;1.0;0.0;0.0;0.16479363037098033;7.0;0.0;0.0;0.850497132815866;5.0
229;1.0;1.0;0.0;0.0;0.18126952773382343;6.0;0.0;0.0;0.8315329144142943;5.0
230;1.0;1.0;0.0;0.0;0.1934797528045576;6.0;0.0;0.0;0.8328948447758792;5.0
231;1.0;1.0;0.0;0.0;0.18126792343460038;6.0;0.0;0.0;0.83540835295168;5.0
232;1.0;1.0;0.0;0.0;0.18066941563830954;6.0;0.0;0.0;0.8313999574576608;5.0
233;1.0;1.0;0.0;0.0;0.16848069731031998;6.0;0.0;0.0;0.8604400295156746;4.0
234;1.0;1.0;0.0;0.0;0.17546771944362102;6.0;0.0;0.0;0.8774529321869797;4.0
235;1.0;1.0;0.0;0.0;0.17058117449379984;6.0;0.0;0.0;0.8697429269182894;4.0
236;1.0;1.0;0.0;0.0;0.17257651448979644;6.0;0.0;0.0;0.8528768754240683;4.0
237;1.0;1.0;0.0;0.0;0.1741953362683976;6.0;0.0;0.0;0.8820480478209871;4.0
238;1.0;1.0;0.0;0.0;0.1835819268999761;6.0;0.0;0.0;0.8835938552002847;4.0
239;1.0;1.0;0.0;0.0;0.18801433039206028;6.0;0.0;0.0;0.8638783458838929;4.0
240;1.0;1.0;0.0;0.0;0.20650643486290993;6.0;0.0;0.0;0.8769254514063026;4.0
241;1.0;1.0;0.0;0.0;0.18813292385757827;6.0;0.0;0.0;0.8682244877867273;4.0
242;1.0;1.0;0.0;0.0;0.18405414176146517;6.0;1.0;0.16666666666666666;0.8632741175888486;4.0
243;1.0;1.0;0.0;0.0;0.19180140186098926;6.0;1.0;0.16666666666666666;0.8457188618705324;4.0
244;1.0;1.0;0.0;0.0;0.19137646675657796;6.0;1.0;0.16666666666666666;0.860886061795008;4.0
245;1.0;1.0;0.0;0.0;0.19226818619226121;6.0;1.0;0.16666666666666666;0.8951126757570455;4.0
246;1.0;1.0;0.0;0.0;0.19430905068980348;6.0;1.0;0.16666666666666666;0.9163758572200533;4.0
247;1.0;1.0;0.0;0.0;0.20426500449211202;6.0;1.0;0.16666666666666666;0.930925598393325;4.0
248;1.0;1.0;0.0;0.0;0.1838448084505148;6.0;1.0;0.16666666666666666;0.948729529701743;4.0
249;1.0;1.0;0.0;0.0;0.1887716556092473;6.0;1.0;0.16666666666666666;0.9408300400145241;3.0

ComputerFirm MOD
T;1;2;3;4;5;6;7;8;9;10;11;12;
1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
2;1.0;1.0;1.0;1.0;1.0;1.0768675719057865;1.0;1.1408806356378376;1.1408806356378376;1.0;1.0741171009428232;1.0;
3;1.0;1.0;1.0;1.140411954397256;1.0;1.0768675719057865;1.0;1.1408806356378376;1.1408806356378376;1.0;1.0741171009428232;1.0;
4;1.0;0.0;1.0;1.140411954397256;0.0;1.1681970008048435;1.0;1.1713986376259256;1.1713986376259256;1.0;1.0741171009428232;1.0;
5;1.0;0.0;1.0;1.140411954397256;0.0;1.1681970008048435;1.0;1.1713986376259256;1.2238793493533764;1.1028879609576414;1.2348705916544147;1.0;
6;1.0;0.0;1.0;1.3307991129327879;0.0;1.1681970008048435;1.1748832873781845;1.1713986376259256;1.3182450024578203;1.2091745693956075;1.2699500533846246;1.195068720869881;
7;1.0;0.0;0.0;1.3307991129327879;0.0;1.3343262541981977;1.1748832873781845;1.3348799639806361;1.3182450024578203;1.3638095966589359;1.2699500533846246;1.195068720869881;
8;0.0;0.0;0.0;1.140411954397256;0.0;1.6414212597662818;1.1748832873781845;1.479768949146146;1.1806313884987554;1.3638095966589359;1.3867252811366455;1.5100242342580121;
9;0.0;0.0;0.0;1.140411954397256;0.0;1.6414212597662818;1.34305658126517;1.1167560930923246;1.2379046004663947;1.3638095966589359;1.3867252811366455;1.450613708809425;
10;0.0;0.0;0.0;1.140411954397256;0.0;1.643718099786742;1.34305658126517;1.1167560930923246;1.3969678032160213;1.3410506176267103;1.3867252811366455;1.5899229567472613;
11;0.0;0.0;0.0;1.2047126908699906;0.0;1.7322072981737382;1.34305658126517;1.1167560930923246;1.3969678032160213;1.3410506176267103;1.8184993604043356;1.5899229567472613;
12;0.0;0.0;0.0;0.0;0.0;1.752130634620806;1.34305658126517;0.0;1.5206490007561668;1.3410506176267103;1.8404697397670509;1.5899229567472613;
13;0.0;0.0;0.0;0.0;0.0;1.892555185419455;0.0;0.0;1.5206490007561668;1.3410506176267103;1.9188024662903216;1.5899229567472613;
14;0.0;0.0;0.0;0.0;0.0;2.0844137261805558;0.0;0.0;1.5206490007561668;0.0;2.0181342796189727;1.5899229567472613;
15;0.0;0.0;0.0;0.0;0.0;2.1181170383160546;0.0;0.0;0.0;0.0;2.049712061486846;0.0;
16;0.0;0.0;0.0;0.0;0.0;2.3859245529502475;0.0;0.0;0.0;0.0;2.206130426194298;0.0;
17;0.0;0.0;0.0;0.0;0.0;2.6717398771007685;0.0;0.0;0.0;0.0;0.0;0.0;
18;0.0;0.0;0.0;0.0;0.0;2.8535866427045935;0.0;0.0;0.0;0.0;0.0;0.0;
19;0.0;0.0;0.0;0.0;0.0;3.0820818733331;0.0;0.0;0.0;0.0;0.0;0.0;
20;0.0;0.0;0.0;0.0;0.0;3.103049012042005;0.0;0.0;0.0;0.0;0.0;0.0;
21;0.0;0.0;0.0;0.0;0.0;3.1332395647026736;0.0;0.0;0.0;0.0;0.0;0.0;
