Main Statistics

T;HLO;F1stLO;F2ndLO;S1stLO;S2ndLO;HSUI;F2ndSUI;F3rdSUI;S2ndSUI;S3rdSUI;SB2ndSUI
134;0.0;0.0;0.0;733.1668474281499;0.0;0.0;0.0;910.5571400217552;0.0;0.0;1267.2293931487861;0.0;0.0;0.0;0.0;907.18722663969;0.0;722.8380170098733;1021.6671858273612;756.5271206129955;0.0;1360.3493409156188;892.4825351337396;0.0;766.5451058224152;0.0;1261.688180586058;
135;0.0;0.0;0.0;737.7067199662183;0.0;0.0;0.0;915.5863260840832;0.0;0.0;1278.128051113425;0.0;0.0;0.0;0.0;911.5948177907427;0.0;724.9714437681766;1028.2961577798808;758.589755566222;0.0;1368.286543838594;896.0207204925322;0.0;768.376787173599;0.0;1272.602897217092;
136;0.0;0.0;0.0;741.8715714253568;0.0;0.0;0.0;919.5817310922388;0.0;0.0;1287.4870919603711;0.0;0.0;0.0;0.0;915.3848307877186;0.0;727.0063374500554;1033.7390234804266;760.724831892961;0.0;1375.1937874125972;899.8615271799887;0.0;770.2869205686038;0.0;1278.9929868875092;
137;0.0;0.0;0.0;746.4345161442786;0.0;0.0;0.0;923.68878047255;0.0;0.0;1297.182025784901;0.0;0.0;0.0;0.0;919.5100541538563;0.0;729.3491166276577;1041.0323881303223;762.7419398456002;0.0;1380.9874469226638;903.2134211182885;0.0;772.132045263583;0.0;1286.6919959652323;
138;0.0;0.0;0.0;750.5209088116545;0.0;0.0;0.0;928.2973197633456;0.0;0.0;1305.9929151152612;0.0;0.0;0.0;0.0;924.1161218941687;0.0;731.5235466192792;1046.6747378264417;764.7592744874623;0.0;1387.4072759020596;906.7355559734499;0.0;774.4022704847947;0.0;1294.2312797024413;
139;0.0;0.0;0.0;754.1880811016581;0.0;0.0;0.0;932.7935436715378;0.0;0.0;1315.5639388964228;0.0;0.0;0.0;0.0;928.173069322284;0.0;733.8269112117196;1052.1696048007502;766.5312522381627;0.0;1394.086977962804;910.1888923231439;0.0;776.5011008018818;0.0;1299.46577874935;
140;0.0;0.0;0.0;758.2516175521299;0.0;0.0;0.0;937.9131167855238;0.0;0.0;1324.4680246086757;0.0;0.0;0.0;0.0;932.4153393918297;0.0;736.0390125251865;1058.90972147005;768.7119355381066;0.0;1400.7846274156325;915.1666121614845;0.0;778.2894650736912;0.0;1306.0586880394444;
141;0.0;0.0;0.0;762.0098406920418;0.0;0.0;0.0;942.124755223156;0.0;0.0;1333.1690035272911;0.0;0.0;0.0;0.0;937.0319976600297;0.0;738.1295270577583;1065.4196481085576;771.2260142415406;0.0;1406.9950017830538;919.5845307907318;0.0;780.1960168840479;0.0;1311.0724160579243;
142;0.0;0.0;0.0;765.5460645703193;0.0;0.0;0.0;947.2232414844823;0.0;0.0;1342.7419869018959;0.0;0.0;0.0;0.0;940.7340369733662;0.0;739.9536432827384;1072.1109933557234;773.3169495907858;0.0;1413.0091900588811;923.570100380062;0.0;782.3237718967988;0.0;1316.109733253578;
143;0.0;0.0;0.0;768.9233330829916;0.0;0.0;0.0;952.176297505415;0.0;0.0;1351.6864038868691;0.0;0.0;0.0;0.0;944.9177452018421;0.0;741.9536329222915;1077.11260711961;775.2653443257008;0.0;1418.091772091107;927.0958277348658;0.0;784.3518376182151;0.0;1321.4761220944729;
144;0.0;0.0;0.0;772.1241021882081;0.0;0.0;0.0;955.844199730112;0.0;0.0;1360.7897160750572;0.0;0.0;0.0;0.0;948.4961463244464;0.0;744.2447281858315;1082.9737357403258;777.5134905974996;0.0;1422.9497692127002;930.8157672456452;0.0;786.1840821728865;0.0;1326.3300535368678;
145;0.0;0.0;0.0;775.7606694113686;0.0;0.0;0.0;959.2959249270257;0.0;0.0;1370.2106238644747;0.0;0.0;0.0;0.0;952.4445928458454;0.0;746.7429217784126;1089.6417515346977;779.5567993899097;0.0;1429.183310284192;934.6719651475464;0.0;788.4773192477679;0.0;1331.2550923141769;
146;0.0;0.0;0.0;778.6499499110273;0.0;0.0;0.0;963.807847394068;0.0;0.0;1378.7241236509578;0.0;0.0;0.0;0.0;956.4814463449236;0.0;748.9746806765145;1095.492604044857;781.8586915327498;0.0;1433.619582971149;939.2853431009216;0.0;790.460046012921;0.0;1335.556142347557;
147;0.0;0.0;0.0;781.2810953385074;0.0;0.0;0.0;967.5359556666681;0.0;0.0;1387.6613702883826;0.0;0.0;0.0;0.0;960.6252576788143;0.0;751.2891337322867;1101.5830833366672;783.7973704449643;0.0;1440.0056669474309;943.1656372607795;0.0;792.7408172773463;0.0;1339.7302844922954;
148;0.0;0.0;0.0;783.8440765856469;0.0;0.0;0.0;970.7571996956729;0.0;0.0;1396.9721873603955;0.0;0.0;0.0;0.0;964.9453977168071;0.0;753.6332057496634;1107.2193002375413;785.82319333668;0.0;1445.1412012042076;946.3830789779602;0.0;795.1200006167275;0.0;1342.4862181376202;
149;0.0;0.0;0.0;786.3094711213969;0.0;0.0;0.0;974.0938513375729;0.0;0.0;1405.6021461180576;0.0;0.0;0.0;0.0;969.2557641351563;0.0;755.6945086538298;1114.011288695261;787.9476258171417;0.0;1450.3198625804946;950.8437231215667;0.0;797.1528725401739;0.0;1345.426456404954;
150;0.0;0.0;0.0;788.6627471806711;0.0;0.0;0.0;978.9775538042409;0.0;0.0;1413.8252981480891;0.0;0.0;0.0;0.0;973.5271307389928;0.0;757.8187242130074;1121.5771985375877;789.8186621655778;0.0;1455.148877806798;955.2846647557254;0.0;799.0053875241761;0.0;1348.2223252713966;

ComputerFirm SHARE 
FIRM;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;
T;LO;LO;NONE;LO;NONE;NONE;SUI;SUI;LO;SUI;SUI;LO;SUI;SUI;LO;SUI;LO;SUI;SUI;SUI;SUI;SUI;SUI;SUI;SUI;SUI;SUI;
1;0.0;0.0;0.0;0.0;0.0;0.0;
2;0.0;0.0;0.0;0.0;0.0;0.0;
3;0.0;0.0;0.0;0.0;0.0;0.0;
4;0.0;0.0;0.0;0.0;0.0;0.0;
5;0.0;0.0;0.0;0.0;0.0;0.0;
6;0.0;0.0;0.0;0.0;0.0;0.0;
7;0.0;0.0;0.0;0.0;0.0;0.0;
8;0.0;0.0;0.0;0.0;0.0;0.0;
9;0.0;0.0;0.0;0.0;0.0;0.0;
10;0.0;0.0;0.0;0.0;0.0;0.0;
11;0.0;0.0;0.0;0.0;0.0;0.0;
12;0.0;0.0;0.0;0.0;0.0;0.0;
13;0.0;0.0;0.0;0.0;0.0;0.0;
14;0.0;0.0;0.0;0.0;0.0;0.0;
15;0.0;0.0;0.0;0.0;0.0;0.0;
16;0.0;0.0;0.0;0.0;0.0;0.0;
17;0.0;0.0;0.0;0.0;0.0;0.0;
18;0.0;0.0;0.0;0.0;0.0;0.0;
19;0.0;0.0;0.0;0.0;0.0;0.0;
20;0.0;0.0;0.0;0.0;0.0;0.0;
21;0.0;0.0;0.0;0.0;0.0;0.0;
22;0.0;0.0;0.0;0.0;0.0;0.0;
23;0.0;0.0;0.0;0.0;0.0;0.0;
24;0.0;0.0;0.0;0.0;0.0;0.0;
25;0.0;0.0;0.0;0.0;0.0;0.0;
26;0.0;0.0;0.0;0.0;0.0;0.0;
27;0.0;0.0;0.0;0.0;0.0;0.0;
28;0.0;0.0;0.0;0.0;0.0;0.0;
29;0.0;0.0;0.0;0.0;0.0;0.0;
30;0.0;0.0;0.0;0.0;0.0;0.0;
31;0.19222183215563224;0.0;0.0;0.8077781678443678;0.0;0.0;
32;0.10007570788237403;0.0;0.0;0.899924292117626;0.0;0.0;
33;0.06276962223107611;0.0;0.0;0.9372303777689239;0.0;0.0;
34;0.053338455051017176;0.0;0.0;0.9466615449489828;0.0;0.0;
35;0.05284573797541796;0.0;0.0;0.947154262024582;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
36;0.05498747999383825;0.0;0.0;0.9450125200061618;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
37;0.06289872533933331;0.0;0.0;0.9371012746606667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
38;0.06111888447734214;0.0;0.0;0.9388811155226578;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
39;0.05596960435863645;0.0;0.0;0.9440303956413635;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
40;0.05238488174914712;0.0;0.0;0.9476151182508529;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
41;0.051264258318795504;0.0;0.0;0.9487357416812044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
42;0.06165252314558469;0.0;0.0;0.9383474768544153;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
43;0.05693231711823388;0.0;0.0;0.9430676828817661;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
44;0.06863825450880842;0.0;0.0;0.9313617454911916;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
45;0.06718729908263264;0.0;0.0;0.9328127009173675;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
46;0.06572552776912245;0.0;0.0;0.9342744722308776;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
47;0.0679198226491046;0.0;0.0;0.9320801773508953;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
48;0.06561805225131621;0.0;0.0;0.9343819477486838;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
49;0.07277370048655639;3.861997664451068E-4;0.0;0.9268400997469984;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
50;0.06018298144909445;9.112990636815789E-4;0.0;0.938905719487224;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
51;0.05346481547911561;0.0015388921623889797;0.0;0.9449962923584954;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
52;0.05526222929992773;0.0018059628244727459;0.0;0.9429318078755996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
53;0.057908348525150734;0.002495896769708929;0.0;0.9395957547051403;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
54;0.044849204383188165;0.002507267186226253;0.0;0.9526435284305855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
55;0.041471371775089354;0.003011435905783205;0.0;0.9555171923191275;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;
56;0.035402572199439625;0.0029020209703907182;0.0;0.9616954068301696;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;
57;0.039897793228305375;0.0034036461977235604;0.0;0.9566985605739712;0.0;0.0;0.0;0.0;0.0;0.0;0.010709619823536447;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9892903801764635;0.0;0.0;0.0;0.0;
58;0.03868889777412352;0.003475655199817205;0.0;0.9578354470260593;0.0;0.0;0.0;0.0;0.0;0.0;0.03874091156463552;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004225979104843247;0.0;0.0;0.9474070342881346;0.009626075042386713;0.0;0.0;0.0;
59;0.03964631942481596;0.003673813539260914;0.0;0.9566798670359231;0.0;0.0;0.0;0.0;0.0;0.0;0.0669676665847665;0.0;0.0;0.0;0.0;1.49244405696105E-6;0.0;0.0;0.010218573162476048;4.1807885495110784E-5;0.0;0.906413817291609;0.01635664263159635;0.0;0.0;0.0;
60;0.03915306257203604;0.003081721307709427;0.0;0.9577652161202546;0.0;0.0;0.0;0.0017881094291548644;0.0;0.0;0.09368167561549107;0.0;0.0;0.0;0.0;0.0024604814809903513;0.0;9.35519387491495E-5;0.01421752178472281;0.002266905220691994;0.0;0.8658425390373613;0.018997998101946478;0.0;6.512173908919277E-4;0.0;
61;0.035626697317713604;0.0027860758792723674;0.0;0.961587226803014;0.0;0.0;0.0;0.0051157231974933185;0.0;0.0;0.10272738669214848;0.0;0.0;0.0;0.0;0.006747114844169369;0.0;0.0012607540296822649;0.019006920461265713;0.0040425964987471814;0.0;0.8261373316583245;0.022009723160870447;0.0084365239866549;0.0022003006723589425;0.0023156247982849764;
62;0.03651971510572395;0.002564089071742343;0.0;0.9609161958225337;0.0;0.0;0.0;0.01017265693531098;0.0;0.0;0.10619879798195601;0.0;0.0;0.0;0.0;0.008916023318103932;0.0;0.0031998720137378506;0.024098870703279908;0.0069702869772518845;2.453547959835966E-4;0.7834253375612324;0.0284713340037728;0.0158356811767557;0.004695744738219262;0.00777003979439576;
63;0.03657081643143434;0.0028652500128487973;0.0;0.9605639335557168;0.0;0.0;8.061688733988817E-5;0.014820166094854098;0.0;0.0;0.12352379436531821;0.0;0.0;0.0;0.0;0.01269985639997427;0.0;0.006537627282243861;0.03400015597173778;0.010542172553575648;0.0011587788266485147;0.7108968571417965;0.040572281712414456;0.024271760910213977;0.008595101134551038;0.01230083071933177;
64;0.03803697978683672;0.0031936317710509242;0.0;0.9587693884421123;0.0;0.0;7.466782482581262E-4;0.019688818551296606;0.0;0.0;0.15101434920826734;0.0;0.0;2.578976591393375E-4;0.0;0.0194864811556378;0.0;0.009802204694414738;0.0418609585871355;0.014981685172087861;0.002428210611976519;0.6371733368412246;0.04643399674554818;0.031590993811681935;0.011532703324438516;0.013001685388892978;
65;0.03379884009732958;0.0026697728660333327;0.0;0.9629497718468748;0.0;0.0;0.0017930699053257076;0.021773346742075442;5.816151897624054E-4;0.0;0.143695897500499;0.0;0.0;9.723806218669209E-4;0.0;0.025617308853294673;0.0;0.010662672254688003;0.05220762766822632;0.01887572277713939;0.003760777755129453;0.6026309160873323;0.0560470741345079;0.03397760395382353;0.012624626182963705;0.015360975563127635;
66;0.03329008303206349;0.0026766001171438848;0.0;0.9597783531590476;0.0;0.0;0.0029366845187622855;0.025994207123421126;0.002828834981375207;0.0;0.16657079736749675;0.001394220786283587;0.0;0.0017753836498639764;0.0;0.033918357053128734;3.190792408628867E-5;0.013280292941855187;0.05942897559333001;0.02275731930178929;0.005553598311393718;0.52779804878249;0.061493948624015866;0.04473136036239602;0.016054635356113494;0.017706391013943543;
67;0.028450847904406256;0.002589153682649494;0.0;0.9591473670943528;0.0;0.0;0.0038864526312894806;0.03359952759541643;0.004327996784187888;0.0;0.15084456947889383;0.002963060420701068;7.215447489411791E-6;0.0025392258952171057;8.780290620988363E-4;0.035416864064143766;0.0016435450516037568;0.016900229334304122;0.060104301961554245;0.0248141893239376;0.0061487309908357084;0.5157434412847971;0.06734805721972024;0.04401860340835938;0.01856421872941542;0.02006437263462625;
68;0.02834226707262002;0.0;0.0;0.9539327752348635;0.0;0.0;0.005284789775132196;0.04295045530298471;0.006950288100278771;0.0;0.15472551669112633;0.004549713902357589;1.666985634104794E-4;0.0039841021265430735;0.0030045692297013277;0.04100496183191326;0.0032203864601785775;0.020160328469329834;0.0704254762771864;0.029043147703301075;0.00783381842129831;0.46298191156982516;0.07232126073516988;0.04842134134001718;0.020300716013628085;0.020395475179133885;
69;0.029188914599209432;0.0;0.0;0.9452802536742407;0.0;0.0;0.006424700750299159;0.03893154729837553;0.009510627244594097;6.839679397021041E-7;0.14171810200853463;0.006672453184429418;5.478402810152709E-4;0.004913315126466531;0.004570056671910035;0.04200237406225659;0.0047776946256163026;0.02398178873720303;0.07078157727654684;0.034022691597562715;0.009811414389223684;0.45901393159857795;0.07503816634465384;0.0475472297670241;0.022300290725911758;0.02296434606840883;
70;0.03146365132486672;0.0;0.0;0.9326425935964814;0.0;0.0;0.008116822699634115;0.04515166377342841;0.012139755870039884;3.754101855147724E-5;0.1343376196661431;0.009749384187866843;0.001031412516126795;0.006018727873665464;0.006689401027375539;0.043404353161482605;0.007315213993369517;0.025305000463370926;0.08065315631796792;0.03458283768653272;0.010319934728273873;0.44061868268408894;0.06975462897239107;0.053119535387008955;0.02621249605557575;0.021335586995757903;
71;0.027937630023095784;0.0;0.0;0.9329657365583547;0.0;0.0;0.007930614687583791;0.04548763755745738;0.01177355035944941;1.5258057173862916E-4;0.14995518308585556;0.010106206557444512;0.0014092099500841557;0.0064544589753165234;0.009209287092264125;0.05180435135515258;0.008007589409391511;0.028723450427271625;0.07492923341470342;0.03797922184400515;0.011922278806200663;0.404941640306748;0.07808668818941047;0.051794617361044605;0.027774966256484943;0.020653867210942558;
72;0.026839077377787183;0.0;0.0;0.9229349635237281;0.0;0.0;0.008914277198483637;0.05219306807966248;0.015608066952432848;3.282212108821567E-4;0.1522627455228169;0.012882946694204912;0.002010901410974969;0.008517773636926351;0.011449060975159178;0.053178250606139205;0.010285884476687768;0.03279552457012335;0.07579090108164009;0.038587134628270944;0.011091196310101251;0.38142266343766323;0.07380587202247207;0.055291092788088185;0.032162556154791515;0.02164782134096358;
73;0.02759980483586818;0.0;0.0;0.9166171186878158;0.0;0.0;0.010028258840660186;0.05087687939515457;0.015155801799366082;4.8663169307989795E-4;0.13488582623298806;0.015474717028636313;0.001999089018131552;0.009173166600107458;0.012763988274410878;0.05444086822840368;0.012388569373902812;0.03213084469145135;0.07701650758364725;0.04215540772842994;0.011577580874844421;0.3895921933036244;0.07722274610995422;0.05033694593335666;0.03400114581203682;0.02407590795412961;
74;0.028706792366165697;0.0;0.0;0.9070788814305488;0.0;0.0;0.011528418500961797;0.05644959270907684;0.019447043659555397;8.459961430354409E-4;0.1565093247434087;0.016826172299269533;0.0025370507124549617;0.00959857215946421;0.015205464983679085;0.05205351999771223;0.012735645260781645;0.034062782045424254;0.08251465561732828;0.04375853824966917;0.013008900260410391;0.3474490519336391;0.07500563839370857;0.052581254084892885;0.03961690527983155;0.022479799168981265;
75;0.024951032456082184;0.0;0.0;0.9159521354733673;0.0;0.0;0.010819462969212575;0.057384827606042244;0.017481084140781235;8.8877331585765E-4;0.13709056097221559;0.014999773698308284;0.0028319438309202566;0.009942783627084138;0.013434849964519529;0.05241207019854982;0.013181124266941428;0.03188571863992823;0.08794429908806839;0.04432331375315782;0.013510317299519825;0.3609977406512279;0.07986445383460226;0.05143182761540785;0.03610292351531464;0.022568983082890803;
76;0.027227002198090804;0.0;0.0;0.9085407045356029;0.0;0.0;0.01071858458559819;0.052366282674545434;0.018545474018285185;0.0012429361172630958;0.15096651421286789;0.016892593517182294;0.0031823156482751183;0.01030133202608277;0.015627828413291828;0.06044233082734982;0.01316639731754704;0.03317617650175997;0.08518656143154907;0.04476803038614215;0.014783963060018758;0.34771131210386774;0.0779889016537631;0.05248249380308717;0.03378034477604966;0.02090192019178022;
77;0.027461831297544044;0.0;0.0;0.8989624945708588;0.0;0.0;0.011750917609353664;0.054624066849486175;0.019116294981122862;0.0014196950577206131;0.15973336945378988;0.020452405998021676;0.003031602963722057;0.009907101486647068;0.01884650109482196;0.06353966705115713;0.015160472057630523;0.03610277653502287;0.07719180053528708;0.041204263891609166;0.015442141385212115;0.3516260668460599;0.07500256898263684;0.0472430519262414;0.03312200271464653;0.019058906711407378;
78;0.02756996765366498;0.0;0.0;0.8895274634458582;0.0;0.0;0.011660345856751998;0.054110132193412167;0.023649686053092017;0.0016542252897803389;0.16316237240120177;0.019297453788831905;0.003755831034711052;0.01082833057727411;0.02191875874097896;0.06395634302017979;0.018036670317573934;0.03641404353595527;0.07996647760439612;0.04065974210585478;0.01727957006816634;0.3429211589195775;0.06967583188799237;0.045784365525484275;0.038381854839077974;0.019789375140184296;
79;0.027450361552774496;0.0;0.0;0.8871156352107451;0.0;0.0;0.013843317955362961;0.06327677171933627;0.02345784228918329;0.0017714978004169683;0.147272003478093;0.020631737954321577;0.00404058611484615;0.011489447795495168;0.023074506719436668;0.05791421992272227;0.018269916273538873;0.03573789076680885;0.08683468070097053;0.04138648482772456;0.017625517900100317;0.33598575059250596;0.0741441925574485;0.045295171960602065;0.04407362246598664;0.019308843441579848;
80;0.02348325191200684;0.0;0.0;0.896419563497293;0.0;0.0;0.012971343184912667;0.06939081493936317;0.023259469420248122;0.00185376450804723;0.15070291283635653;0.02299736576489348;0.0035713397578715027;0.011695452853314884;0.018938641584892238;0.05587236493196045;0.01490170782066627;0.034322918367086105;0.09081002575472467;0.044943695277921365;0.017173078971321573;0.3245536616057647;0.076202513753236;0.0454792025536389;0.04050629434287935;0.01995061636160086;
81;0.02703080395904963;0.0;0.0;0.8845304550931433;0.0;0.0;0.01316800180455825;0.07072140897247109;0.025760487925842793;0.0021788037475328373;0.14310031680731625;0.02060542792772564;0.003785224055690674;0.010815967643505285;0.023600451321828593;0.05571785684930691;0.018472373772410105;0.03464574433417698;0.08775172391591354;0.04682170616932474;0.019160488984343412;0.33206329291549797;0.07704069425325302;0.03969548651561319;0.04216882476577936;0.021164458265716567;
82;0.024012019963350294;0.0;0.0;0.8894502873787815;0.0;0.0;0.016285375477623664;0.06561148092439878;0.025050952190090313;0.0022322442888124093;0.14427079626253134;0.02293552926220573;0.0042052611667656396;0.012520459186185103;0.02277451909745662;0.06289868206914902;0.015776692108115546;0.034570363835682925;0.09085430528284964;0.043997575024826034;0.019619381300389076;0.3255597576517405;0.07290069144293747;0.04165320292494286;0.043865257419658125;0.01895516574150747;
83;0.023217145200335083;0.0;0.0;0.8902759956903571;0.0;0.0;0.015979945201164;0.061658548574614676;0.023873787495016407;0.00246327365679633;0.15150918273684627;0.022429532619548748;0.00454338671531894;0.01185735926639217;0.022352056557179572;0.06522365027872941;0.0178514824375631;0.034411096801412376;0.08937404702862367;0.04281811776182658;0.0196726337560021;0.32718597684795026;0.07248406143657386;0.04205760235453465;0.040803614333531746;0.017957503249682896;
84;0.028107564098686352;0.0;0.0;0.8758638603723251;0.0;0.0;0.01521926945946364;0.06548199138207335;0.027386568043587044;0.002333654662053521;0.1498283645708921;0.02537888503335165;0.004336755402389422;0.012547056700694878;0.02563567586381844;0.06451014342884907;0.017627446588231562;0.03650561829237781;0.0982943362525266;0.04096930927257393;0.020634909854601518;0.3181301067528874;0.06488946604864256;0.042764223287048514;0.046702410586818434;0.016852384046107338;
85;0.024523609396068714;0.0;0.0;0.8747136551696729;0.0;0.0;0.01583449662120991;0.06599416934245327;0.029098584435907862;0.002395238220304512;0.14258305067397503;0.02298881273427566;0.00432447758355046;0.011645463598016268;0.028355092662832006;0.07009343940189722;0.020320245601242896;0.03637733300219621;0.09594807110427062;0.04442934615694229;0.021869979786067854;0.32417639563086625;0.061874620371125316;0.03520801044993051;0.049685853910244125;0.01756005414695013;
86;0.028690343615629398;0.0;0.0;0.869241655859641;0.0;0.0;0.015145076798397609;0.06655398819527127;0.02947971612690994;0.002434061472171576;0.1552101678862266;0.025197961554663466;0.004367726937598567;0.012145189309501802;0.026638415228595697;0.07048715043486448;0.020751907614560545;0.035231038278221334;0.09109007126025209;0.041711753700191784;0.019439665827124083;0.32020171026848443;0.0624210672050096;0.037538464223140784;0.04725935026367982;0.018763517939864183;
87;0.027057910393180815;0.0;0.0;0.878037010716658;0.0;0.0;0.014520133048391004;0.06193084982249568;0.025867583363658513;0.002526221438865441;0.16005450051144363;0.024843846093148488;0.004622368245831734;0.012165759881830013;0.02723899694880409;0.06633946271050811;0.016954652484550085;0.0370045447671729;0.09326361216232514;0.04634892706631227;0.018967696277025176;0.3236157080008704;0.06541592332930118;0.03594510790001705;0.04079922819376189;0.016479956643848295;
88;0.025236096564058605;0.0;0.0;0.8818373365494685;0.0;0.0;0.016435524237177108;0.07286031490655016;0.028080773367155074;0.0024026662897399507;0.16454645659989448;0.02309458559145042;0.005033895931364255;0.012829796264132871;0.023039116588050985;0.06031689633315221;0.01871209133981655;0.040968094575470564;0.08548474713315882;0.04524794400261656;0.021280272528766218;0.30623264814227985;0.07001247084251384;0.03216298758194368;0.04618299074237908;0.018002293888860113;
89;0.023415237787993343;0.0;0.0;0.8804087330534447;0.0;0.0;0.016555071835230778;0.07074247245707271;0.02969375093072264;0.002413576483249722;0.1551969746104218;0.022348204173293747;0.004501803366927581;0.012231669221693654;0.02639407618743034;0.06905661691204526;0.01773999786711506;0.03831016830185641;0.08640326036908437;0.04512627663320092;0.02255282239779826;0.3183082616808885;0.06649716856607267;0.029824015070295893;0.04331981465604066;0.01896002743812073;
90;0.024722038001602248;0.0;0.0;0.8762454494158857;0.0;0.0;0.01646826946206343;0.06815969216340328;0.02620282922858376;0.0023892506026992975;0.1657255718894617;0.026031841551397768;0.0046597126323776085;0.01302824687396297;0.028087607378648106;0.0665569960084816;0.01871023442388243;0.03920945092665392;0.08830692018635117;0.046198321708312465;0.020106271782908445;0.30313053381693045;0.07094912170653152;0.03230649715936601;0.04591108628270386;0.016894056797792448;
91;0.024411571778246495;0.0;0.0;0.8751815035659466;0.0;0.0;0.015036465238485886;0.06647671483558829;0.02622001692633055;0.0022642165574721478;0.16174578119039404;0.026477318245720066;0.004403516264411501;0.01276328479350114;0.027514942623554892;0.06352841519179502;0.020194646860201317;0.035679306886154415;0.08808912159983795;0.03926466747810575;0.02136480603844575;0.32562312184861925;0.06640623529012525;0.03373186460346241;0.0456912196866442;0.01793126249695695;
92;0.026582309673693506;0.0;0.0;0.8748189984329687;0.0;0.0;0.013434518955460691;0.061675260022320676;0.030100069505503296;0.0022191739068737515;0.1665387045042157;0.02424634262218477;0.004355941071635004;0.01227912651947125;0.025017715311785618;0.059407619343496615;0.019234564453863956;0.034379366880701215;0.09705553803804036;0.041199160308895005;0.02149084890124399;0.32966846762696733;0.0656508801871378;0.02947011309063118;0.04465070248655982;0.016524578156349584;
