Main Statistics

T;HLO;F1stLO;F2ndLO;S1stLO;S2ndLO;HSUI;F2ndSUI;F3rdSUI;S2ndSUI;S3rdSUI;SB2ndSUI
40;0.640793994672167;2;0;1.0;0.0;0;0;0;0;0;0
41;0.668607822713496;2;0;1.0;0.0;0;0;0;0;0;0
42;0.614827244660296;2;0;1.0;0.0;0;0;0;0;0;0
43;0.5971537721594121;2;0;1.0;0.0;0;0;0;0;0;0
44;0.5911447174243337;2;0;1.0;0.0;0;0;0;0;0;0
45;0.5655484480066688;2;0;0.9999999999999999;0.0;0;0;0;0;0;0
46;0.580621453007162;2;0;1.0;0.0;0;0;0;0;0;0
47;0.5437161405418599;3;0;0.9999999999999999;0.0;0;0;0;0;0;0
48;0.5544577387806849;3;0;1.0;0.0;0;0;0;0;0;0
49;0.552113463757953;3;0;0.9999999999999999;0.0;0;0;0;0;0;0
50;0.5192410797678516;3;0;1.0;0.0;0;0;0;0;0;0
51;0.48562381161021645;4;0;0.9999999999999999;0.0;0;0;0;0;0;0
52;0.5178990508032171;4;0;0.9999999999999999;0.0;0;0;0;0;0;0
53;0.5200150596685545;4;0;1.0;0.0;0;0;0;0;0;0
54;0.5326578827265767;4;0;1.0;0.0;0;0;0;0;0;0
55;0.5196191167934623;4;0;0.9999999999999999;0.0;0;0;0;0;0;0
56;0.5862826226049459;4;0;1.0000000000000002;0.0;1.0;1;0;1.0;0.0;1.0
57;0.583382166835902;4;0;1.0;0.0;0.9561560320530599;3;0;0.9999999999999999;0.0;0.9776746151192414
58;0.6235280227193063;4;0;1.0000000000000002;0.0;0.869461447576438;5;0;1.0;0.0;0.9311051522440815
59;0.6198245104560128;4;0;1.0;0.0;0.7524852379791799;6;0;1.0;0.0;0.8630992341444469
60;0.6357168431999777;4;0;0.9999999999999998;0.0;0.6871775995854166;7;0;0.9999999999999998;0.0;0.8219479774998788
61;0.6819779282688575;4;0;0.9999999999999999;0.0;0.6039556144625946;8;0;1.0;0.0;0.7649605744156572
62;0.6619333287216005;4;0;1.0;0.0;0.44472027535969955;10;0;1.0;0.0;0.6324924148307826
63;0.6557070893504644;4;0;1.0;0.0;0.4263328505099345;12;0;0.9999999999999999;0.0;0.6224879053088207
64;0.7130527220620846;4;0;0.9999999999999999;0.0;0.4425227643839925;13;0;1.0;0.0;0.6412559818162683
65;0.7045891390088046;4;0;1.0;0.0;0.36999809401876804;13;0;1.0000000000000002;0.0;0.5748759882555724
66;0.7127012133806065;4;2;0.9979051799287093;0.002094820071290531;0.3453419830301885;14;0;1.0000000000000002;0.0;0.5517600072954291
67;0.7011169199431555;4;2;0.991416143291149;0.00858385670885091;0.3532705109999189;15;0;1.0;0.0;0.5629042825809671
68;0.7387067030483063;4;3;0.9868019487142243;0.013198051285775766;0.330530363413216;15;0;1.0;0.0;0.5410855515937831
69;0.7506167788883173;4;3;0.9784642379064502;0.021535762093549765;0.3054763225779654;15;0;1.0;0.0;0.5150393766042878
70;0.7574685572325419;4;3;0.9652820113177278;0.034717988682272154;0.2618966288831949;15;0;1.0;0.0;0.46525740535334575
71;0.7605666633875017;4;3;0.9627225345088677;0.037277465491132235;0.2857255779695361;15;0;0.9999999999999999;0.0;0.5010200688553686
72;0.7405871561819846;4;3;0.9493479459565441;0.050652054043455894;0.24532120851424064;15;0;1.0;0.0;0.4485938001280966
73;0.7303881304617813;4;3;0.940734057170217;0.0592659428297829;0.23845290202766614;15;0;0.9999999999999999;0.0;0.4408913873563677
74;0.7593642897598972;4;3;0.9466377883786224;0.05336221162137745;0.2645518179420945;15;0;1.0;0.0;0.47820485717597405
75;0.7313072211372409;4;3;0.9323885432527876;0.06761145674721228;0.26978735650897256;15;0;1.0;0.0;0.4888673410973415
76;0.7571228459727448;4;3;0.93801141897306;0.061988581026940354;0.25229714452663954;15;0;1.0000000000000002;0.0;0.46609842138016716
77;0.6999919759012909;4;3;0.921900879318918;0.07809912068108209;0.2581307827742303;15;0;0.9999999999999998;0.0;0.47087932676565836
78;0.7204847073781069;4;3;0.9238385686665741;0.07616143133342612;0.24383948149045395;15;0;1.0000000000000002;0.0;0.4543635049364861
79;0.7262220673821634;4;3;0.9218169125561697;0.07818308744383032;0.19558925866371502;15;0;1.0;0.0;0.3824468134840514
80;0.7636618327831467;4;3;0.9314872137124711;0.06851278628752909;0.20099713712849102;15;0;0.9999999999999996;0.0;0.392104669328252
81;0.715993288417988;3;3;0.9053407442981036;0.0946592557018962;0.21721096842991153;15;0;1.0000000000000004;0.0;0.41954533301279767
82;0.7605213696958569;3;3;0.9205316500298073;0.07946834997019273;0.21170117394593463;15;0;0.9999999999999999;0.0;0.41111557153061484
83;0.73341744629804;3;3;0.9098941821558089;0.09010581784419108;0.21907369798504794;15;0;1.0;0.0;0.4224279063483036
84;0.7299048382888008;3;3;0.9083279740243526;0.09167202597564728;0.23380383747426828;15;0;1.0;0.0;0.4447678627170018
85;0.7298418675601093;3;3;0.9028782029060793;0.09712179709392071;0.21182104378023328;15;0;0.9999999999999999;0.0;0.4163370057067019
86;0.7332228773045449;3;3;0.9102597278520969;0.0897402721479032;0.2380351382317068;15;0;1.0000000000000002;0.0;0.4486054254114678
87;0.7022696899614362;3;3;0.8961206407559922;0.1038793592440078;0.25018620239778333;15;0;0.9999999999999999;0.0;0.46239107959048353
88;0.7533403451880427;3;3;0.9137090158410401;0.08629098415895987;0.2238863540069638;15;0;0.9999999999999998;0.0;0.4268468906345476
89;0.7389293856069501;3;3;0.9049886679511366;0.09501133204886361;0.26188724548336506;15;0;1.0;0.0;0.47880437243762314
90;0.692125671925188;3;3;0.8955486802595484;0.10445131974045191;0.28482014350336426;15;0;1.0;0.0;0.5046293705448622
91;0.7827977471889954;2;3;0.900440883799563;0.09955911620043698;0.301437717285604;15;0;1.0;0.0;0.5219844880702533
92;0.7540582926499324;2;3;0.8888364824827124;0.11116351751728767;0.27504331032886425;15;0;1.0000000000000004;0.0;0.49217350199490056
93;0.7870725764029559;2;3;0.9050356210782108;0.09496437892178936;0.2880214265180345;15;0;0.9999999999999999;0.0;0.5064184489186625
94;0.7855518861529668;2;3;0.904846827556062;0.09515317244393796;0.3165350046204701;13;0;1.0000000000000002;0.0;0.5359096364788682
95;0.8038294264790191;2;3;0.9151218976806392;0.08487810231936063;0.3188804703862396;13;0;1.0;0.0;0.5392526268266583
96;0.8075023456435083;2;3;0.9130750230117983;0.08692497698820181;0.37905074479633033;12;0;1.0;0.0;0.5963664640378905
97;0.8242037226328283;2;3;0.9248774186683577;0.07512258133164226;0.4269321962236698;11;0;1.0;0.0;0.6389094016901864
98;0.8012030195762265;2;3;0.9135126785671214;0.08648732143287871;0.40755832190255603;11;0;1.0;0.0;0.6213219046177848
99;0.8470664226028719;2;2;0.9376293674544772;0.06237063254552286;0.380606820520875;11;0;1.0;0.0;0.5959045108893527
100;0.8622325275694412;2;2;0.9446135732928149;0.05538642670718503;0.3951189186771004;10;0;0.9999999999999999;0.0;0.6070178829721788
101;0.8592758538085862;2;2;0.941415963243792;0.05858403675620803;0.41659983552067936;9;0;0.9999999999999999;0.0;0.6254768686735139
102;0.8613659437746862;2;2;0.9439261389627592;0.0560738610372407;0.40792850533742586;9;0;1.0;0.0;0.6168493457111783
103;0.8665788927662864;2;2;0.9444724562052536;0.05552754379474624;0.4610006171513586;8;0;1.0;0.0;0.6628331796925645
104;0.849859902672743;2;2;0.9398781175666764;0.060121882433323615;0.45548272708206894;8;0;1.0;0.0;0.6594520665060596
105;0.8388745333166888;2;2;0.9314044358434105;0.06859556415658952;0.4865900921980567;8;0;1.0;0.0;0.6845903585226082
106;0.8690036080216432;2;2;0.9461099939219821;0.053890006078017944;0.48812735675533203;8;0;1.0000000000000002;0.0;0.6857322046710945
107;0.8367714717560623;2;2;0.9314526900778235;0.06854730992217663;0.49313552419199774;8;0;0.9999999999999999;0.0;0.6888709229937566
108;0.8737876977771156;2;2;0.9466552067647366;0.053344793235263505;0.49048271408230404;8;0;0.9999999999999998;0.0;0.6860260899669353
109;0.8433452739722166;2;2;0.9333059158889232;0.06669408411107666;0.5269338775151058;8;0;1.0;0.0;0.7138945152218469
110;0.8359822033155659;2;2;0.9296619497359986;0.07033805026400139;0.5343278609531505;8;0;1.0;0.0;0.7196207892356721
111;0.8682421507883761;2;2;0.9483594066952611;0.051640593304738934;0.5357251041101972;7;0;0.9999999999999999;0.0;0.7198386640350831
112;0.8326897389484991;2;2;0.9316009300806466;0.06839906991935345;0.5376957197179695;7;0;0.9999999999999999;0.0;0.720943089200633
113;0.8278942587578597;2;2;0.9280063707708036;0.0719936292291962;0.5752058978913375;7;0;1.0;0.0;0.7497016849677595
114;0.863681924430903;2;2;0.9458008912505868;0.054199108749413215;0.5815699341605406;7;0;1.0;0.0;0.754117133224121
115;0.8801640057282;2;2;0.9496658555347586;0.05033414446524147;0.49613891670329296;7;0;1.0;0.0;0.6898304180287099
116;0.881943593083214;2;2;0.9506216118594387;0.04937838814056128;0.541568293058027;7;1;0.9650163591626774;0.03498364083732252;0.7264447920036736
117;0.8855328578979402;2;2;0.9538077285207127;0.04619227147928735;0.5339173820906611;7;1;0.9556947287320258;0.04430527126797416;0.720704461862478
118;0.8971513334471833;2;2;0.9587142464148082;0.04128575358519169;0.5468591731436774;7;1;0.94906321332798;0.05093678667202008;0.7308718396762395
119;0.8821925814378914;2;2;0.9502082409654201;0.04979175903457993;0.46251254953301224;7;1;0.9240969176989515;0.07590308230104853;0.6648944644753738
120;0.8883507852882313;2;2;0.9557397451501043;0.04426025484989558;0.4667539557510442;7;1;0.9085292537021403;0.0914707462978599;0.6660742694236025
121;0.8987938028735865;2;2;0.9580313067844833;0.041968693215516495;0.4236222654347962;7;1;0.8730936856278697;0.12690631437213026;0.6280101180892941
122;0.8988755653929952;2;2;0.9576617317450973;0.04233826825490283;0.37856098168832736;7;1;0.8679263457835089;0.13207365421649103;0.585112023726963
123;0.916282751802923;2;2;0.9659294418124225;0.03407055818757757;0.44423087439398706;7;1;0.8833451499240101;0.1166548500759897;0.6463431715920557
124;0.9086516181422509;2;2;0.9633890897698245;0.0366109102301753;0.40126584448984287;7;1;0.8519983543518773;0.14800164564812268;0.6042189588531315
125;0.889117652844764;2;2;0.9542220088241843;0.04577799117581592;0.38665531023726385;7;1;0.8313738940392931;0.16862610596070718;0.5872839637403723
126;0.921987913638515;2;2;0.9689682026379229;0.03103179736207698;0.4176300844322738;7;1;0.839432327867623;0.16056767213237685;0.6165822739928104
127;0.9445878433740507;2;1;0.9807952066412732;0.01920479335872682;0.451454121110985;7;1;0.8280091022866156;0.17199089771338447;0.6432868636846377
128;0.9342874625703472;2;1;0.9749213343307144;0.025078665669285606;0.4379348316873604;7;1;0.8202471925082739;0.17975280749172595;0.6300692770866487
129;0.9458375894208028;2;1;0.9833109101737015;0.016689089826298603;0.3675202907679324;7;1;0.7669571447920449;0.23304285520795506;0.5492738098924452
130;0.9345015999994574;2;1;0.977759883649034;0.022240116350965986;0.4048604977724316;7;1;0.7549548891797575;0.24504511082024263;0.5814147208997202
131;0.9515409044345762;2;1;0.9831259118922391;0.016874088107760844;0.4144858439768833;7;1;0.7650404734383964;0.23495952656160357;0.5934333401386201
132;0.982540890002195;2;0;1.0;0.0;0.41067192454399315;7;1;0.7560162019189578;0.2439837980810423;0.5868159797672587
133;0.9833292311731201;2;0;1.0;0.0;0.4236023443211338;7;1;0.7707389645889586;0.2292610354110414;0.6036827932270139
134;0.9858428119169613;2;0;1.0;0.0;0.42991172062278393;7;1;0.7835132717087744;0.2164867282912256;0.612934214762986
135;0.9803048599103001;2;0;0.9999999999999999;0.0;0.3882290157441691;7;1;0.7239959658400058;0.27600403415999436;0.5519922121141787
136;0.9841350738832875;2;0;1.0;0.0;0.40165496982620374;7;1;0.7310990155454478;0.2689009844545522;0.568044564800202
137;0.9851094666686679;2;0;1.0;0.0;0.38163691313056974;7;1;0.7305959790746342;0.26940402092536575;0.5484270071014169
138;0.9797832731445488;2;0;1.0;0.0;0.39751986874167555;7;1;0.7214158716287662;0.27858412837123386;0.5605019831261124
139;0.9845320438127019;2;0;1.0;0.0;0.38456466753906693;7;1;0.7241061144355946;0.27589388556440564;0.5488173283384946
140;0.9832070412736209;2;0;1.0;0.0;0.354156008317416;7;1;0.7056535028697704;0.29434649713022976;0.5075156584750352
141;0.9800348692826728;2;0;1.0;0.0;0.37936562257309303;7;1;0.7387167426879224;0.2612832573120776;0.5499053781876914
142;0.9834000600417767;2;0;1.0;0.0;0.35412321129756197;7;1;0.6914925760814573;0.30850742391854263;0.499630145258958
143;0.9837103206217639;2;0;1.0;0.0;0.38541680765141495;7;1;0.736159081469284;0.26384091853071595;0.5541328088912785
144;0.984682762355809;2;0;1.0;0.0;0.3754874917812809;7;1;0.7139304294356874;0.28606957056431276;0.5336152957609254
145;0.9815215240702164;2;0;1.0;0.0;0.3964950866933622;7;1;0.7311136128993982;0.26888638710060186;0.5629375060805395
146;0.9833787523647064;2;0;0.9999999999999999;0.0;0.41228468923626627;7;1;0.7561852322448658;0.24381476775513414;0.5884911137730069
147;0.9836976898772107;2;0;1.0;0.0;0.3958189706937719;7;1;0.7283124033940571;0.2716875966059427;0.5609344565726929
148;0.984351955839865;2;0;1.0;0.0;0.42835606487313765;7;1;0.7884965285063802;0.21150347149361992;0.6128247535389415
149;0.9838095924746597;2;0;1.0;0.0;0.37719682919555575;7;1;0.7502637895035581;0.24973621049644193;0.5523556956436275
150;0.9834488107338852;2;0;1.0;0.0;0.37698295631313106;7;1;0.7256973095986118;0.2743026904013883;0.5406753941283781

ComputerFirm MOD
FIRM;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;
T;LO;LO;NONE;LO;LO;NONE;SUI;LO;SUI;NONE;SUI;SUI;SUI;SUI;SUI;SUI;SUI;SUI;SUI;LO;SUI;NONE;LO;SUI;SUI;SUI;SUI;
1;0;0;0;0;0;0;
2;0;0;0;0;0;0;
3;0;0;0;0;0;0;
4;0;0;0;0;0;0;
5;0;0;0;0;0;0;
6;0;0;0;0;0;0;
7;0;0;0;0;0;0;
8;0;0;0;0;0;0;
9;0;0;0;0;0;0;
10;0;0;0;0;0;0;
11;0;0;0;0;0;0;
12;0;0;0;0;0;0;
13;0;0;0;0;0;0;
14;0;0;0;0;0;0;
15;0;0;0;0;0;0;
16;0;0;0;0;0;0;
17;0;0;0;0;0;0;
18;0;0;0;0;0;0;
19;0;0;0;0;0;0;
20;0;0;0;0;0;0;
21;0;0;0;0;0;0;
22;0;0;0;0;0;0;
23;0;0;0;0;0;0;
24;0;0;0;0;0;0;
25;0;0;0;0;0;0;
26;0;0;0;0;0;0;
27;0;0;0;0;0;0;
28;0;0;0;0;0;0;
29;0;0;0;0;0;0;
30;0;0;0;0;0;0;
31;0;0;0;0;0;0;
32;10.382659700738525;3.4489866542539334;0;0;0;0;
33;26.474990783990403;17.9488568690855;0;0;0;0;
34;39.371210102749394;33.098568129074074;0;0;0;0;
35;55.13803831814668;45.895551083205696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36;69.53064833499508;61.516080144561876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37;83.58059623423664;73.22504778505738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
38;95.80007784988953;84.44328497101412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
39;106.71315032383241;95.69053384345638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
40;115.25474189537185;105.18032264195423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41;124.4928217569885;114.17017823998077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
42;131.16339779093954;123.39457224927703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
43;138.936666528331;131.4046184443246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44;146.70381774978688;137.59650642152255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
45;153.19168077973265;144.75658870519533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
46;160.75545900983545;150.9040601777631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
47;168.42325869975855;156.37359630150377;0;86.77828090020839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
48;176.11520615195607;162.2586623655356;0;112.70895717881871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
49;183.15847243213284;167.35559831610266;0;129.07210754201193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
50;188.8816549310305;171.96211581581457;0;138.35761244587886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
51;195.65315052324334;176.64036856633192;0;145.9543355538314;79.16103791205776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
52;201.6129945466289;180.10706505339104;0;151.90154303935887;102.11335210706517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
53;206.23478960552225;183.76122408071356;0;157.68238518434552;114.53198052696429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54;210.80946526645974;186.9973680531304;0;161.48328980157564;122.59368998598549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55;215.87238367961942;189.9386659459165;0;165.04155532557382;128.20288656167477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
56;221.35411002314717;192.65857556701246;0;167.37929991972092;131.54157324374782;0;0;0;0;0;0;0;0;0;0;0;0;46.25972951117595;0;0;0;0;0;0;0;0;
57;225.9033293514186;195.2312832226834;0;168.12937875051796;132.23893394801416;0;0;0;39.00287707856201;0;0;27.342162173501666;0;0;0;0;0;85.43511129616482;0;0;0;0;0;0;0;0;
58;230.72787729686308;197.3244334130192;0;168.87866086380723;133.0300083754954;0;0;0;73.9237171685003;0;0;61.56795617167946;34.212655067604196;0;0;0;0;117.21334913253425;0;0;0.3081987161660162;0;0;0;0;0;
59;236.28657643634335;199.05622315231304;0;169.57601345364802;133.8569603390412;0;0;0;110.74200264572207;0;0;95.19897338875603;73.51347679988467;14.139972716417734;0;0;0;161.6624390631554;0;0;50.12460879402068;0;0;0;0;0;
60;241.0377374441674;200.85862161859563;0;170.3145117831388;134.44177113161496;0;0;0;143.94033172216888;0;0;124.22246240653031;110.31969494939909;56.21573274490704;0;0;0;201.70054498210433;0;0;80.98068368833455;0;0;0;33.001631518807855;0;
61;247.50868256589507;202.5904244809317;0;170.97133891614;135.083268548859;0;0;0;176.01491377053662;0;0;154.98268287177103;140.780071937611;92.53382745957919;0;0;0;243.5083312323609;0;0;112.98683826620815;0;0;0;74.57103148114012;13.013121869124724;
62;252.4975469928382;204.43841698100883;0;171.5258332037963;135.6987444400721;0;0;0;207.28763052814438;0;0;188.89027689545537;171.8858883553056;122.94730413823903;0;5.5501666469802995;0;282.3881754920761;0;0;141.24460467448398;0;0;42.34662678643534;102.95791275323062;63.17248232540302;
63;256.9094864510521;206.04999645246465;0;171.95949125579145;136.24749409820004;0;30.135282810063895;0;236.92907468485345;0;18.931522690505805;222.02185694074652;202.0772064884085;154.5031852845153;0;51.16072223120377;0;320.9814718186917;0;0;171.00122979221265;0;0;80.12027999642727;140.19091778083754;101.28161844574853;
64;262.2895942521429;207.8313112367581;0;172.36249223339644;136.79512566210022;0;67.1632054850567;0;268.81819645960735;0;63.82097691450667;256.201577298299;230.53607067322034;191.66506281692807;0;87.29013374675947;0;356.46023543226545;14.821702797067868;0;205.9691928795785;0;0;116.03840466494313;172.67550474021354;136.9553550249523;
65;268.0542712366046;209.4413946543714;0;172.67039410258513;137.19659081361692;0;100.2389100100316;0;305.2138816638566;0;94.12281766247881;286.4481604879546;261.7536123943408;223.19959850274552;0;127.10575183690482;0;397.23344110282767;54.36109250873975;0;238.68372957213725;0;0;151.04442956601687;205.9956424489831;168.1459822142527;
66;273.6589975291949;211.066399177995;0;174.70444398562267;137.56369568400314;0;126.12298688607518;0;341.504093207891;0;127.87371053533583;319.6374294505421;291.6934097237541;259.36665683527787;5.2258833779793346;163.16294361427356;0;440.3569446333104;92.12549654428486;17.17718899949679;274.85558826680966;0;22.34455208834276;181.52115731433278;238.8853332681325;197.97175789677001;
67;279.3876774677398;212.79430996905842;0;175.0362675029193;137.86065249527067;0;157.6776661819523;0;376.89267588400486;0;161.1352107376587;353.7549300475298;320.42015180633086;288.9799256256095;47.07909217378112;196.03621535643845;30.84240375762968;481.2780857528854;136.11641947315695;44.77225575192038;302.3319011576775;0;46.59821298598787;208.67487917159804;272.95444175035135;230.8239217740827;
68;284.5289580262145;214.51885117621703;0;175.31927954168296;138.07241719761663;0;186.6459582346461;18.893297246112606;412.325496675523;0;190.99116039312023;385.3076838242474;347.709333392423;319.035708453058;83.08993861018503;221.2886400114635;69.65048435717117;520.9476549307128;166.18634266600472;63.72926256551069;331.04412054061635;0;63.9428348844087;238.77082928235333;307.99714067062126;258.95067142469276;
69;289.79423090000455;215.9601844810333;0;175.64960336817504;138.20026955326733;0;213.2732038509154;42.163977629550416;438.6366964736099;0;220.58304958452317;410.94704494333934;379.64751456285757;350.0980979684306;111.57166242230096;256.00330155229926;99.6371707174964;560.0511665041215;198.61083171578642;85.6157850334114;363.19960297169825;0;83.99089904258696;272.88545288225714;343.37886361358704;289.0195168395217;
70;296.11810975525236;217.16341935890247;0;175.96784050171834;138.36513452148697;0;239.28504794995044;62.95342667733402;464.2431983330142;0;251.76520856975102;435.9189928910651;405.003783967933;379.37155612865354;144.13359725415268;280.97554876093545;129.12233579997385;594.1775183791873;225.26115265871093;103.89600050870774;392.96039750582463;0;104.7669538273438;302.1119034100281;368.6711404564175;324.3438800490174;
71;301.49229664590763;218.106360597476;0;176.34863226050572;138.51274626000387;0;262.14521790314365;81.06125450904484;485.8865890805621;0;277.52420927841274;460.28799592325817;434.7558601649257;404.3650613929051;170.47239072265265;308.49662583380916;154.08625750238733;624.1940868462214;250.37463484805954;119.23983840914602;415.4004558917883;0;122.16328442634153;325.5602774392168;397.7407807174197;354.5431766761192;
72;308.0122490776288;218.90012961165246;0;176.68222702802848;138.6538549857616;0;285.4737212620447;96.42969505854204;511.5712851907906;0;302.9136117999409;485.2320023490866;457.7692788610982;430.11522484793466;192.3345242560319;332.4981004149381;174.33462966866978;653.6170431961749;269.73204124171946;134.59837952544788;435.16304295877484;0;138.7350986389557;350.7425061760527;419.7556831989607;375.5406986884272;
73;313.70300813167603;220.06358449012797;0;178.6158031521162;138.81078167037882;0;306.3283761694694;113.67333752471103;534.3888976798288;0;322.3902021028059;504.52347211790715;478.8068881400037;453.2631299781789;211.94399918062018;356.52451382435225;195.977686467954;679.8965041393111;292.13131757424014;151.48408408076693;458.98211514683845;0;149.5435360385022;373.4992422480775;440.04940589224714;394.3677034760462;
74;319.2011505547785;220.83110489491787;0;178.9436627661114;138.94763607641795;0;324.0215834611738;126.68515961257987;554.9723266985503;0;340.53949684271055;528.2943931813704;499.8422314240127;474.0604362465751;229.64991387836685;377.32677987352326;211.0056661015154;705.5352945799905;309.4789162209009;162.62057534660502;478.5456791545106;0;163.00558047987522;388.93211541622514;461.226926078278;414.1865942955615;
75;324.3863029633997;221.6044331700742;0;179.20817585919872;139.10228201825402;0;340.79575603215136;136.9454023804405;571.1798627760544;0;359.45523826438364;546.7357347123336;521.7665272312303;492.49235267928566;245.83251231100684;395.9677193129152;229.27058258501475;730.1693354104945;328.5935007757831;172.15547647385273;495.163321513984;0;173.60063040583717;405.12095747086437;482.19817050912786;433.9264766009005;
76;330.64249363333727;222.07860412458038;0;179.53649032736953;139.23779334686276;0;358.2161779494767;147.28490127784693;588.3667062522422;0;378.27271376919157;565.4601233027121;536.8144085489812;512.1003043719627;256.33184840520425;412.37102987037025;246.66496045854623;749.315042653005;341.7130825486015;182.48928579422028;511.03209020164803;0;184.50291531203413;421.7449207387906;504.22203030689695;450.430269505706;
77;336.2104141453249;222.86537855343337;0;179.77816128262626;139.37996131733166;0;371.48999843205013;154.6440694932199;604.6067464918705;0;395.19217803766213;582.9131467830264;551.4432949044506;527.3798307709408;268.86820914105425;427.4434317548108;263.5640371842289;768.8588463624345;357.4118719877895;192.74680799535028;529.3563156397896;0;195.26874428192372;437.13782039201215;521.8137232168904;464.8777899127244;
78;340.59645551206074;223.64276988626582;0;180.13290738733545;139.52671833625604;0;384.80969881168636;165.10452320490666;619.5627859814168;0;409.37708699338475;599.2972562394762;564.9461324326445;542.9591272233644;279.4997127774505;441.1472406362174;275.6341750465146;785.2212191206592;368.7868375395624;201.44032495523808;545.268428687133;0;204.67624466309442;453.2326173042484;537.4313303622763;477.9658396423984;
