Main Statistics

T;HLO;F1stLO;F2ndLO;S1stLO;S2ndLO;HSUI;F2ndSUI;F3rdSUI;S2ndSUI;S3rdSUI;SB2ndSUI
79;345.5841598388212;224.39476460431362;0;180.45296201446723;139.7030031246222;0;396.8246480592556;172.02353106442962;634.2856788408208;0;421.8019865360548;614.4309613428092;578.8079280944162;556.462421098328;289.4225879284382;453.9274259478412;287.1271135107014;802.0350200707624;382.6611674820729;210.95607278281392;561.1211111234554;0;211.98806038171745;470.44694975515927;555.4383229800062;488.75223329564005;
80;350.79511876768686;225.11934283293144;0;180.7877648166888;139.82162110828796;0;407.9581399261504;178.48090812612713;648.8265164262541;0;435.9294304492813;626.6565283142493;589.9682076295232;570.3406716067601;297.36702257462616;465.23543254891246;297.60679762535665;819.3125191470593;395.4307060617054;218.41217240163672;574.1520752976176;0;218.20164796594506;484.7605328415826;567.7204153767252;499.97698275282164;
81;356.07134574389397;225.53801718453585;0;181.0397601354697;0;0;417.7756024991452;186.2287962790248;663.4464004775299;0;446.9117696343549;640.4732211655355;599.8181007464117;581.8500923020517;304.99053841924376;476.3401680495923;306.6677409138401;833.5696835690588;406.87251993513223;225.78136660228958;584.3109550810697;0;225.3161226597612;495.7734422666858;580.1820946628492;509.53092144579927;
82;360.4875854941859;226.60907122771638;0;181.3897962751898;0;0;426.77799193090937;192.7438323076384;674.6858708023519;0;455.5484700083733;651.3628432860055;608.5295486531575;591.9542774438104;312.0476233908805;487.3406691885483;316.53505099947864;849.6231429506067;418.71150204181487;233.28437822902524;594.3033683268583;0;231.0115096141674;506.1204959162065;592.4511078075723;520.8364367904921;
83;364.5681104790601;227.28745917288975;0;181.62691576628964;0;0;434.7919058510099;200.3705326636712;685.6223808141875;0;465.3403128545377;661.429521845871;617.4592145692101;601.6622494757495;318.31620771985973;498.48321026488827;323.52328261370445;866.9378669718071;428.1054267938871;239.3645172526709;603.2881497198065;0;236.42608918545062;513.6665827211905;602.7950903574363;527.7547741712981;
84;369.41219868637177;228.0298914125682;0;181.8805413021029;0;0;441.2192108527591;206.42188593743094;695.447047641721;0;474.5634274169522;670.4736439411996;625.0203188378199;610.5328109654603;322.6662601214692;507.9745266739225;331.83099041941824;880.4212750933204;437.43690482521777;244.7237920976422;611.1594228178421;0;241.32218667273898;522.2589034573168;611.620652333363;535.8232614474999;
85;374.11063800814486;228.8356410395273;0;182.13345829000446;0;0;447.048562644175;211.42142731490145;703.7746670106063;0;482.0547268357789;677.2364492649705;631.6965807871405;618.5727820957361;326.5472659652921;516.4193700025487;338.0867606878197;896.9112813390166;446.1332121894005;249.28347956885563;619.5350395623354;0;245.348262420384;529.8249859506265;620.3078673514386;542.8297780493033;
86;378.23259081206453;229.35968735873482;0;182.45999556905008;0;0;452.82493278896305;216.19111104201383;712.3183120385801;0;489.6003236400186;682.7313908250434;638.0608853656403;625.210474086421;329.50924982088833;522.401171081617;343.32559627300134;908.8593319090708;454.46018594550003;253.89817282020812;626.4062004084526;0;249.2227051816234;537.9322874985039;628.940151838721;550.4874594237598;
87;382.52404821864724;230.2252950691854;0;182.83161143137363;0;0;457.16986444360987;220.6422364135625;721.1672596240919;0;495.90886431304386;689.7870225165833;642.9974435539984;632.2045415666539;329.9005998363953;528.6447974514219;348.8527763752158;923.7167701784402;462.0967021115939;257.46864120830656;632.1412267140876;0;252.95840886834236;544.4509064000125;636.617215023851;557.5076371650991;
88;386.19348156196025;231.38770764890603;0;183.20742507178042;0;0;461.3900504953732;224.90484110418475;730.9253439831862;0;501.3927486913521;696.9755521450211;648.2304960371226;637.5613639335074;330.2142496967975;534.0641576881621;352.4780082713432;941.9615257855403;468.7563111544124;261.0417286660399;637.0710100825547;0;255.89877876979008;550.5594700817387;643.7731440002065;563.576286755429;
89;391.04162201032136;232.27132681743873;0;183.46427417555023;0;0;464.66075331537354;228.21008105107262;738.6051467985666;0;506.51048836315516;703.1457699606356;653.1258257213408;642.3644083741444;330.5204004425469;538.2249605238152;355.14780817837635;957.3633127565546;474.5125713001117;263.8641070505134;641.3387716011673;0;258.81675377076607;555.4443612275373;649.1944736678798;568.5169151551501;
90;395.05201131281024;0;0;183.7010251023092;0;0;466.8961481091154;231.5205145496377;745.2574633235813;0;510.2030687161815;709.5930789005827;658.032965106577;646.897809574876;330.7482677468826;542.0489358095182;355.4965305667165;974.1335219890593;478.4140079650598;266.9085839544518;645.3708097827011;0;262.1790409020416;559.8070037091715;653.6107758345292;572.4345333641853;
91;398.9913646017199;0;0;184.09189019343071;0;0;467.1236879101459;234.20723223344183;753.8339641249936;0;513.4018533978199;715.7373387839759;663.3925160302794;650.8342291243579;330.9899269136437;545.2402203693628;355.7780317029967;990.3873888221834;481.99232337522074;269.5596858459747;649.8553151688469;0;265.1889688076176;563.2397293965315;657.6522935520468;575.9849918400074;
92;402.86122580253823;0;0;184.3517184173549;0;0;467.3151106512728;236.95367973227943;761.3171560898674;0;515.6153052308216;721.7360059385259;668.8000784563731;654.3987470565978;331.1300014291632;547.5662192129164;356.0556804762269;1008.3923344065772;484.26210704948295;271.4681868319766;654.004405717339;0;267.3583832605193;566.2810996257283;662.2060023369743;580.283463854076;
93;406.9929102661371;0;0;184.6017108653867;0;0;469.0203758941915;238.9130057745361;770.9321990037121;0;515.8621316214882;729.7537592672339;675.5273185253335;659.1997567545086;331.2341541543801;547.9124918125374;356.25621716195667;1027.348350995435;484.72354956957486;273.3287903586802;659.2225969164526;0;269.0804996680453;569.291779310189;667.428952161773;583.3787609290066;
94;410.530385457605;0;0;184.90202800072876;0;0;0;240.3972620853538;778.6779288394604;0;516.1058626476536;737.3664911863407;680.8551255222983;665.0937127968755;0;548.1584841163497;356.43204743001604;1043.1468932380283;485.10111293673083;274.717094371812;663.5036833873233;0;270.7656882450224;571.0881122047701;672.2479051355675;585.1812479123279;
95;413.496393488742;0;0;185.11331964081185;0;0;0;241.50157194783637;786.6782927388053;0;516.2454035151702;744.1921010988307;685.3600189938921;669.1516535709608;0;550.0748973635211;356.53004495662486;1059.4927728171465;485.39187554240755;275.8644952363141;668.3179104872269;0;272.14371003209993;574.000794655985;676.6501847586931;587.8706211175252;
96;416.5404941861556;0;0;185.356954214865;0;0;0;242.20833896180085;794.5088218925168;0;518.2389960692476;750.1689079700709;690.7982259131061;674.2372500987423;0;552.2667783971735;0;1076.3333099732247;485.6003062465045;276.3401644897763;673.2814661339663;0;273.18802551477626;576.8540361162566;681.8586195358707;590.819522906705;
97;420.05128087962265;0;0;185.6424245503597;0;0;0;243.0127903830805;802.9888001480768;0;0;755.5484860557665;694.7445315021068;678.569708016937;0;552.423218713966;0;1097.025262195177;485.71992936177435;277.082758050642;678.2764656866302;0;274.1185323951673;578.5263333141039;686.315382950693;593.5800888896229;
98;423.34577181351233;0;0;185.8719155478747;0;0;0;243.86667275397315;809.2579106196752;0;0;761.1289835939972;699.0954695226472;681.9368325956837;0;552.5984847679977;0;1111.645038738589;485.8367105334;277.91808516201564;682.8911948798834;0;274.7941077383169;580.0307651296198;691.553096898194;595.0991289770448;
99;426.80332390941174;0;0;186.1575907139779;0;0;0;0;816.2226371186417;0;0;768.6000238302516;704.174729323274;685.7159825151831;0;552.7695715507112;0;1128.380330715387;485.95912856874673;279.15668064163555;687.5152524055497;0;275.69119016831115;581.9822594767608;696.3964363021458;597.430505098147;
100;430.6466127011619;0;0;186.42268356234533;0;0;0;0;823.9484951763171;0;0;775.9934660575838;708.5157240700885;689.4970769920999;0;552.910393035777;0;1144.534166311359;0;280.2552606766594;692.9735224923597;0;276.7361414031209;584.0042930832099;700.8872814617514;597.6756128543933;
101;433.64543589349023;0;0;186.68906245907712;0;0;0;0;833.3498783445896;0;0;782.8314711819118;714.0950016583942;693.1740226467443;0;553.1001752383579;0;1161.5519937127488;0;281.0114994163543;696.7307682370924;0;277.7171309483301;0;704.5776511512806;597.9449738925698;
102;436.6997089317886;0;0;186.98989366269416;0;0;0;0;842.8302898889845;0;0;789.6700005733389;719.6645166954569;697.4485177505592;0;554.895224993941;0;1177.078052928143;0;281.6452816586035;701.1537579336073;0;278.8648493518364;0;709.6359468775428;599.7816826633964;
103;439.62416715422376;0;0;187.24274738268963;0;0;0;0;851.2602693781052;0;0;795.2892205583705;724.5766165964326;700.6434498645335;0;0;0;1191.7175010796145;0;282.4231808260978;706.204514535751;0;280.01492212104364;0;713.6325330852696;602.0455420985243;
104;442.75736459949223;0;0;187.49440477311163;0;0;0;0;858.9305012592233;0;0;800.4369495298542;729.106567395916;703.9700010775114;0;0;0;1206.956783072151;0;283.15251129795104;711.1832181165425;0;281.11816679712894;0;717.7542755561365;604.0286164271914;
105;445.35901525064685;0;0;187.77765821879646;0;0;0;0;866.2002247334767;0;0;807.8019875463436;734.1639778995878;708.2362938055983;0;0;0;1224.4385776077256;0;283.903247324989;716.0616187448643;0;282.1497897549217;0;721.261375990385;605.9998885234193;
106;447.621219934934;0;0;188.05543117193793;0;0;0;0;873.6276022377025;0;0;814.0626637206823;738.1196489880983;712.3470336346844;0;0;0;1240.811054600885;0;285.009430465629;720.4627584470444;0;283.24585816361736;0;726.2819141823588;608.0231959277343;
107;450.0818349788172;0;0;188.29672876424553;0;0;0;0;881.290447146551;0;0;819.0284566488524;742.7911764130264;716.2585625885292;0;0;0;1256.5491582836976;0;285.8430428907836;723.81322112214;0;284.46558994499;0;731.0551875172379;610.0802399005325;
108;452.29519134203485;0;0;188.5854902572237;0;0;0;0;888.7315086059556;0;0;825.4276435439202;747.0558755445232;720.8876427452094;0;0;0;1271.742249682701;0;286.9714154561295;728.553269676259;0;285.52689520324543;0;735.2472394745154;612.0473189918138;
109;454.1947975603541;0;0;188.79328841134472;0;0;0;0;896.3866693170187;0;0;831.032976041474;751.4057280952428;725.0929554808356;0;0;0;1288.3113501360647;0;287.75190034401896;732.1136343427033;0;286.2449949845133;0;739.2723591346964;613.9484006801273;
110;456.2365793469432;0;0;189.07503563368422;0;0;0;0;904.7895311845468;0;0;835.8854175847633;755.7981024840461;727.6465780479809;0;0;0;1302.945150032407;0;288.4477579033203;736.2955970412287;0;287.3456850369564;0;743.3825383463522;614.2028155720516;
111;458.3069374314353;0;0;189.3257907209141;0;0;0;0;914.1012251879747;0;0;839.706337715446;759.5981735917803;730.2319204077792;0;0;0;1317.2715143568048;0;289.6154650081376;739.3056469701464;0;288.47463900426084;0;747.3346134316361;0;
112;460.1831068457887;0;0;189.57553820268248;0;0;0;0;921.2560056972808;0;0;845.1184517299141;764.5337235786154;732.9342256317614;0;0;0;1330.5009138076089;0;290.1975634753527;742.2825562131059;0;289.1836069260548;0;751.8396947971663;0;
113;462.1446042271927;0;0;189.8290532598179;0;0;0;0;929.9676085285905;0;0;849.5873317303556;768.3535938032937;736.8134972325486;0;0;0;1344.826269249205;0;290.8865602354428;746.2354950770482;0;290.2147928739701;0;755.9344439757749;0;
114;464.2293869477238;0;0;190.10642926874084;0;0;0;0;937.087686089231;0;0;854.4231237144497;771.6803878065874;739.459732127893;0;0;0;1357.3372618622311;0;292.1910558881534;750.7234142461006;0;291.39313381933067;0;760.4351291907395;0;
115;484.24667557558496;0;0;190.37177182811823;0;0;0;0;943.0743328716655;0;0;860.1648594221267;775.8704944325887;742.7145611452901;0;0;0;1370.2203896363687;0;293.04846165319674;755.1732507959862;0;291.9425178070681;0;764.2820114794023;0;
116;501.5278408360142;0;0;190.52823139373712;0;0;0;0;950.4403373305748;0;0;867.3468016786422;780.8204775912487;745.7014445462827;0;0;0;1381.9549708539444;0;293.7829052268433;760.5631263195351;0;292.9589318976631;0;768.7745618814749;0;894.2484796480599;
117;520.5703386529395;0;0;190.71877689252517;0;0;0;0;956.5508250759556;0;0;873.2838570004064;784.8518430089359;748.6102168395753;0;0;0;1395.6666531583594;0;294.51787262506235;764.1747610456745;0;293.60444301019646;0;772.3353765959234;0;911.0570516430396;
118;536.0563695801112;0;0;190.90074053491404;0;0;0;0;963.5108891838909;0;0;878.3579254246856;789.2780797026792;751.3849593468316;0;0;0;1407.3109542477193;0;295.3277845287211;768.7236455587368;0;294.7013829009706;0;774.7174817914839;0;935.5821254131668;
119;550.9498975413464;0;0;191.05754267164124;0;0;0;0;970.1215379822313;0;0;884.3712400396715;794.1228500474032;753.3377003352305;0;0;0;1419.0428836740944;0;296.14385463854455;771.6032007523925;0;295.4542961626443;0;777.9767400645363;0;962.3718343155023;
120;564.9762013890191;0;0;191.23691554692965;0;0;0;0;975.8915630609325;0;0;889.5113125308429;797.6616450330692;756.4398603430112;0;0;0;1429.2130296093399;0;296.8919524033231;775.0386742953955;0;296.38214659408516;0;780.8203846636102;0;993.7509106432403;
121;576.0942415054079;0;0;191.40289440600495;0;0;0;0;983.2928407605413;0;0;893.7370877592707;800.9527366327445;758.4299052034953;0;0;0;1438.9052117535484;0;297.8042832032077;778.1131402207029;0;297.0315448294891;0;783.8189125886913;0;1027.4504530346212;
122;589.7113541430369;0;0;191.5764639270216;0;0;0;0;990.5541109020788;0;0;898.9368569001482;804.5263323366873;761.6574220942739;0;0;0;1447.520131157282;0;298.44245476262444;781.31989078314;0;298.11261651461734;0;787.7480789491639;0;1055.9301132231958;
123;600.2542017404884;0;0;191.8043753918335;0;0;0;0;998.8101840533035;0;0;905.661703778507;808.722342267984;765.7560241186625;0;0;0;1458.0028094300046;0;299.1750829281593;784.2499551694028;0;299.22179540858195;0;792.5352863579809;0;1087.0135827104;
124;608.9252888460377;0;0;191.95950575978034;0;0;0;0;1005.0518027273706;0;0;910.5088987391404;812.1671149703038;768.8216006443266;0;0;0;1466.0728556972272;0;299.82027374792244;787.0966072107178;0;299.9715465359607;0;796.0265940208182;0;1121.805882883863;
125;617.3302654661726;0;0;192.14756404615974;0;0;0;0;1011.4930570686981;0;0;916.054480553977;816.2490097135758;772.2042953497405;0;0;0;1473.9563757737926;0;300.5790726655133;790.130060683693;0;300.7059958524897;0;799.5967600342066;0;1152.2599442714015;
126;625.9834477905033;0;0;192.33346524001058;0;0;0;0;1018.5792160378564;0;0;921.0468555267657;820.780718427042;775.3628687433165;0;0;0;1483.28303283807;0;301.31542633062844;793.3851698730956;0;301.3779178704537;0;803.1058979861725;0;1183.1144101109942;
127;633.3754591458851;0;0;192.49168703607853;0;0;0;0;1026.0996231561874;0;0;925.7932505526688;824.6481436626764;778.61838972448;0;0;0;1492.1730474414387;0;302.2170237682197;797.0318079954467;0;0;0;806.7176949159956;0;1213.752820260472;
128;640.7530152074291;0;0;192.66648942524222;0;0;0;0;1032.0506720760036;0;0;928.8204538284681;827.8008004900873;780.5418384231224;0;0;0;1500.7267870274286;0;302.9968449788716;799.5280478317608;0;0;0;809.2043324268797;0;1240.7951975151661;
129;648.8500302427582;0;0;192.84536109312535;0;0;0;0;1038.6212161030176;0;0;933.4188815074176;831.7358865565731;783.3627502318207;0;0;0;1509.4998430208282;0;303.91609468682526;802.5493147039653;0;0;0;812.1475183599092;0;1265.7053099823595;
130;655.8930372511597;0;0;193.04274602093736;0;0;0;0;1045.0551812597384;0;0;938.1471521656129;835.1208014390875;785.5035471958307;0;0;0;1516.942328578665;0;304.64451892161446;805.2747823759148;0;0;0;815.4014663568562;0;1288.233297621497;
131;662.966344797796;0;0;193.32873320593964;0;0;0;0;1051.1564945596117;0;0;942.4420291255843;838.0137149617323;787.3848153014636;0;0;0;1524.3825990444052;0;305.4244097415229;807.972476050405;0;0;0;817.7769713199092;0;1308.5704352448304;
132;669.7731871454109;0;0;193.56061476762767;0;0;0;0;1056.8581144047096;0;0;946.8272721739213;841.5927396467978;790.5044112880105;0;0;0;1531.5822670747664;0;0;810.3527035190436;0;0;0;820.5690159838026;0;1328.7803721369903;
133;676.0686900722197;0;0;193.78448068997886;0;0;0;0;1061.9837827404153;0;0;950.3750870681597;844.9123455617004;792.638150397024;0;0;0;1538.0978911218122;0;0;813.3596690005085;0;0;0;822.3856076703228;0;1346.2761155305127;
134;682.2259443626369;0;0;194.00997864530663;0;0;0;0;1067.5850667811633;0;0;954.9063912594642;848.0863934582494;794.6266939071112;0;0;0;1545.5329170086989;0;0;815.7146750569495;0;0;0;825.0252471447743;0;1362.4276790572656;
135;688.579453215004;0;0;194.254032571436;0;0;0;0;1073.5479762010023;0;0;959.4905527050304;851.0762089631327;796.3406878565902;0;0;0;1552.4749415595033;0;0;818.3094994918187;0;0;0;827.9896549840013;0;1377.175327523041;
136;695.369285454144;0;0;194.47619249532238;0;0;0;0;1079.4983454402527;0;0;963.4059118824541;854.4644714907027;798.1537656050416;0;0;0;1558.4606569183502;0;0;821.1969583674002;0;0;0;832.2798176425357;0;1391.7509428049534;
137;700.8768051619599;0;0;194.73143858914696;0;0;0;0;1084.4766982638332;0;0;966.3362286132001;857.3800425503911;800.5501587793357;0;0;0;1563.5300117703155;0;0;823.6018557546985;0;0;0;834.5639033805163;0;1404.9957837519833;
138;706.1149935739595;0;0;194.98588944885975;0;0;0;0;1089.4764092870864;0;0;970.4362583637826;860.9333929825216;802.4529933031716;0;0;0;1569.2735246206837;0;0;826.3175167154135;0;0;0;838.0195013917383;0;1415.595200707031;
139;711.4950143364764;0;0;195.2738960226906;0;0;0;0;1094.8424416293817;0;0;974.6459219925806;864.240848978423;804.4334840553147;0;0;0;1575.1282813182759;0;0;829.1971770767761;0;0;0;841.0064462150009;0;1425.973529295427;
140;716.3449424459294;0;0;195.5487303794756;0;0;0;0;1100.650882045305;0;0;978.2001596102557;867.8180061566023;806.3212807128157;0;0;0;1579.949999918738;0;0;831.9096639835416;0;0;0;843.8929115430292;0;1436.6886103885465;
141;721.2792212499307;0;0;195.80257295860184;0;0;0;0;1106.8160474146575;0;0;982.1241541035782;871.4156579373276;808.4073650359206;0;0;0;1584.6394555404875;0;0;834.3953677302052;0;0;0;846.9743367849832;0;1445.8051187132655;
142;725.3778883266223;0;0;196.0402862171908;0;0;0;0;1112.970575861171;0;0;986.297742321907;874.3312190628319;810.2150775911853;0;0;0;1588.9269004000096;0;0;837.0210682296346;0;0;0;849.214971549328;0;1453.1504540315254;
143;730.6809754002365;0;0;196.294497653866;0;0;0;0;1118.965393835994;0;0;990.0542561609078;877.7752375276895;811.9595213892293;0;0;0;1592.9696915403313;0;0;839.7275587304836;0;0;0;852.0360106324483;0;1461.7702887004612;
144;735.5586577440807;0;0;196.54759091663354;0;0;0;0;1126.0721896863738;0;0;993.9390923099335;880.8558623938983;813.858609318528;0;0;0;1597.3363140698327;0;0;842.1621875421139;0;0;0;855.65775909241;0;1470.4368093415785;
145;739.3492569561055;0;0;196.79681746640514;0;0;0;0;1132.5679213157532;0;0;997.9223572620006;884.0418971225171;815.8084300364857;0;0;0;1601.9586742722884;0;0;844.5201846047379;0;0;0;858.747874635579;0;1476.056580355669;
146;743.9688917668357;0;0;197.05777434090217;0;0;0;0;1137.6601485946449;0;0;1000.9708191954942;886.2165446321312;818.0448094806794;0;0;0;1606.71301153191;0;0;847.0574937447342;0;0;0;860.3769755415832;0;1482.1386500709523;
147;747.2321572968439;0;0;197.3349997085778;0;0;0;0;1143.2387248560276;0;0;1004.8313903276518;889.4625439898476;820.2017892758552;0;0;0;1611.3049606996678;0;0;850.0821483697132;0;0;0;863.6158137660136;0;1488.2540593404456;
148;750.743887108693;0;0;197.63783620569708;0;0;0;0;1148.291593238121;0;0;1008.1815018396308;891.5433047949261;822.2112443821493;0;0;0;1615.5370710494808;0;0;852.9213483235887;0;0;0;865.3516812655361;0;1493.5342446555426;
149;754.0105028689518;0;0;197.88824621075057;0;0;0;0;1153.4355505400754;0;0;1012.1253768971557;894.7888089661676;824.1074767214322;0;0;0;1620.2486518515045;0;0;855.4441154000566;0;0;0;867.4824217683926;0;1498.4367740140067;
150;757.6509921275156;0;0;198.18561974681273;0;0;0;0;1158.9268960370784;0;0;1016.640243277613;897.5383387941772;826.1401184435135;0;0;0;1624.0659019254933;0;0;858.4860934731989;0;0;0;870.4181850683841;0;1503.1281316655802;

ComputerFirm SHARE 
FIRM;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;
T;LO;LO;NONE;LO;LO;NONE;SUI;LO;SUI;NONE;SUI;SUI;SUI;SUI;SUI;SUI;SUI;SUI;SUI;LO;SUI;NONE;LO;SUI;SUI;SUI;SUI;
1;0;0;0;0;0;0;
2;0;0;0;0;0;0;
3;0;0;0;0;0;0;
4;0;0;0;0;0;0;
5;0;0;0;0;0;0;
6;0;0;0;0;0;0;
7;0;0;0;0;0;0;
8;0;0;0;0;0;0;
9;0;0;0;0;0;0;
10;0;0;0;0;0;0;
11;0;0;0;0;0;0;
12;0;0;0;0;0;0;
13;0;0;0;0;0;0;
14;0;0;0;0;0;0;
15;0;0;0;0;0;0;
16;0;0;0;0;0;0;
17;0;0;0;0;0;0;
18;0;0;0;0;0;0;
19;0;0;0;0;0;0;
20;0;0;0;0;0;0;
21;0;0;0;0;0;0;
22;0;0;0;0;0;0;
23;0;0;0;0;0;0;
24;0;0;0;0;0;0;
25;0;0;0;0;0;0;
26;0;0;0;0;0;0;
27;0;0;0;0;0;0;
28;0;0;0;0;0;0;
29;0;0;0;0;0;0;
30;0;0;0;0;0;0;
31;0;0;0;0;0;0;
32;0.8374152262545103;0.16258477374548969;0;0;0;0;
33;0.8600788715599941;0.13992112844000598;0;0;0;0;
34;0.8553349837848069;0.14466501621519304;0;0;0;0;
35;0.8217451004125217;0.17825489958747825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36;0.7720279108319622;0.22797208916803774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37;0.7383482388109384;0.2616517611890617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
38;0.7592576860794945;0.24074231392050544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
39;0.7700367781448698;0.22996322185513024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
40;0.765324324810379;0.2346756751896209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41;0.7903513584551448;0.20964864154485519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
42;0.7396113985814282;0.26038860141857173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
43;0.7204016471801108;0.27959835281988926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44;0.7134768341346828;0.2865231658653173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
45;0.6810365267103146;0.31896347328968533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
46;0.700775313481466;0.29922468651853396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
47;0.6707452643162325;0.305362207974158;0;0.02389252770960946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
48;0.6909972145575146;0.27541298759293764;0;0.033589797849547694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
49;0.6911126544899456;0.27013953796569534;0;0.038747807544358956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
50;0.6557775308810109;0.2944884294045099;0;0.04973403971447926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
51;0.6219134571965151;0.3093656569151932;0;0.05409712973410599;0.014623756154185631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
52;0.6676616644721894;0.2635992930474968;0;0.04619824310152901;0.02254079937878477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
53;0.6724733772752418;0.25477890507008394;0;0.04724149067360262;0.02550622698107163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54;0.6886824660379078;0.23483805480414155;0;0.050505063630826214;0.025974415527124463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55;0.6791398057167045;0.23319096417778254;0;0.05297978746033311;0.03468944264517974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
56;0.7393795467324145;0.19283203536935245;0;0.041597448964049474;0.026190968934183784;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;
57;0.73940854937437;0.18334807668639078;0;0.043977866327840405;0.0332655076113989;0;0;0;0.01660179160596233;0;0;0.005723593274796239;0;0;0;0;0;0.9776746151192414;0;0;0;0;0;0;0;0;
58;0.7708387274030407;0.16476537919154843;0;0.0397687237794554;0.024627169625955656;0;0;0;0.0459609054067611;0;0;0.01950610609823687;0.0034278331404657752;0;0;0;0;0.9311051522440815;0;0;3.110454753013186e-09;0;0;0;0;0;
59;0.7697327477348412;0.1569421768044897;0;0.03956747445907783;0.03375760100159121;0;0;0;0.07450926197498624;0;0;0.04157827087002208;0.015367802201424011;0.00011776175809609916;0;0;0;0.8630992341444469;0;0;0.005327669051024707;0;0;0;0;0;
60;0.7821451766669386;0.14611417875258495;0;0.04050996353000455;0.03123068105047165;0;0;0;0.09162023194877172;0;0;0.05167198015723991;0.019690768002655668;0.00391683402118933;0;0;0;0.8219479774998788;0;0;0.010556446769110299;0;0;0;0.0005957616011540748;0;
61;0.8151481849399574;0.1249348515549809;0;0.03729423212491566;0.022622731380145925;0;0;0;0.11653732861391639;0;0;0.06396112206261702;0.028796533944976912;0.006834974094331464;0;0;0;0.7649605744156572;0;0;0.015128856946335579;0;0;0;0.0037576426349591316;2.296728720626196e-05;
62;0.8006886992123308;0.13754094299134004;0;0.03256388750538914;0.02920647029094006;0;0;0;0.18116539735460416;0;0;0.09644434461041322;0.040833919507093405;0.014969205090539636;0;1.2242994351167714e-06;0;0.6324924148307826;0;0;0.024630771804733206;0;0;0.0005365603763533863;0.00700479785519151;0.0019213642708539322;
63;0.7960149646620286;0.14181871881761213;0;0.034429120203338784;0.02773719631702052;0;0.00011432727451619251;0;0.15517277993781903;0;3.168321256850364e-05;0.10261198296258282;0.054427413025625496;0.017028737613275943;0;0.0005658480948171022;0;0.6224879053088207;0;0;0.0283842474996686;0;0;0.0023074394558223114;0.01217171644610817;0.004695919168374919;
64;0.8351329383818208;0.12081614376233232;0;0.026436525480281192;0.01761439237556563;0;0.0008330903818601522;0;0.1347114578352019;0;0.0007161110590129025;0.09318196228974614;0.05435718419604287;0.020176028286449408;0;0.0019117545099810297;0;0.6412559818162683;8.398621537955374e-06;0;0.029531198886451032;0;0;0.003973556634528013;0.014247436348025309;0.0050958391348949455;
65;0.8307057763142376;0.11310575666872244;0;0.03662559044917294;0.019562876567867007;0;0.0017519679795204711;0;0.14499848925738829;0;0.0014827941240768406;0.10813667386864899;0.06409526125909336;0.027095097583975124;0;0.004117120342605218;0;0.5748759882555724;0.00028644473877546356;0;0.037446700369033734;0;0;0.006573609336437374;0.020178365292022236;0.008961487592850667;
66;0.8360500425023116;0.11134287913933641;0;0.030069904968719856;0.02044235331834145;0;0.0027613589414544402;0;0.13583214432729207;0;0.002829869601778219;0.12179393110608891;0.061896188512127207;0.03155658932987553;1.8863509387866668e-07;0.006481010272313086;0;0.5517600072954291;0.0010071022250761315;0.0009475404524873675;0.04701832488940279;0;0.0011472796188031636;0.007817762518352868;0.0187243597129952;0.010521162632720666;
